"","main_Rho","Herbivore_Rho","Carnivore_Rho","main_P","Herbivore_P","Carnivore_P","main_p.adj","Herbivore_p.adj","Carnivore_p.adj","Driver","DriverNumeric"
"ZNF362",NA,0.73056361590288,NA,NA,0.465045742546146,NA,NA,0.723340028877313,NA,"MissingData",5
"H4-16",4.77198591087196,5.46748015869416,-4.89274892493375,5.47254803224502e-06,4.56478286291934e-08,9.94372274113671e-07,0.000583077668366939,3.89424028552945e-05,0.000115018276044979,"Unclear",0
"KLHL35",-0.181083834318516,-0.913723965372123,-1.05399073477431,1,0.360861907971592,0.291887159086728,1,0.640908192867468,0.519492549445339,"Unclear",0
"ZNF668",-1.89227809466996,-1.4840199838536,2.02455245171832,0.175361813886207,0.137803619087606,0.0429133408808726,0.602116222244259,0.39207633171687,0.162254942626523,"Unclear",0
"PDE10A",1.91648892652776,0.624902020904678,-1.41006642607704,0.165908674104366,0.532035365895922,0.158520069732018,0.580796541910173,0.771464127672623,0.360833528392424,"Both",3
"PTAFR",-0.318125999848,-0.99869166587861,-0.263293302250272,1,0.317944079163853,0.792324521655493,1,0.601821594001884,0.893519111454451,"Herbivore",1
"PDYN",-0.763341540054116,0.543656129641595,0.820893180747967,1,0.586678126782469,0.411707115681096,1,0.804931924582448,0.631589461181049,"Carnivore",2
"ADK",0.122521689501486,0.940407058835873,-0.00763324974410931,1,0.347008802811539,0.993909607024796,1,0.629272659580467,0.997193724997859,"Herbivore",1
"CACNB4",1.83485294783257,1.62558485060926,-0.893264133647715,0.19958244277157,0.104038000094071,0.371715740329369,0.650653555963233,0.333962770850909,0.5977534352613,"Both",3
"MDH1",-0.772920582441282,-0.575052536690357,0.0978814083832383,1,0.565255766446452,0.922026463048162,1,0.792641940490378,0.963157128926529,"DoubleBoth",4
"TRAF1",0.0239689214762339,0.0926746485495946,0.388355251805422,1,0.926162037842984,0.697753154417266,1,0.970467416859327,0.838671771291103,"Carnivore",2
"EVI5",-0.952905580015598,-0.690057541163911,1.73111567395212,1,0.490158002539942,0.083431135349671,1,0.74261584739943,0.243916022500117,"Carnivore",2
"ATP6V0D1",-0.935502439167482,0.972538564029601,0.858606843063642,1,0.330782689414708,0.39055746143593,1,0.614023890600434,0.612931495006177,"Unclear",0
"POLDIP2",-0.764915004339175,0.109878497066713,1.53609468494298,1,0.912505736125134,0.124515159674038,1,0.964450018052445,0.312263918615495,"Carnivore",2
"PLD4",-0.303798122445037,0.0886416486644991,-1.56981066969812,1,0.929366707495938,0.116459164582552,1,0.971130714936102,0.29995841751288,"Carnivore",2
"LDHA",0.918992047900222,1.77630376842076,0.378207292698409,1,0.0756828624394467,0.705276608349922,1,0.2807193403389,0.843351610099222,"Herbivore",1
"LMO3",1.52665450014553,2.62831836831087,-1.32369318400413,0.380540841422613,0.00858081656954331,0.18560496305883,0.962903660437119,0.0785654725561328,0.395765999647706,"Herbivore",1
"TRAPPC1",NA,2.69704611371321,NA,NA,0.00699575818654665,NA,NA,0.0698682030978105,NA,"MissingData",5
"CACFD1",-0.466550896761826,-0.928919357198511,0.938412901887785,1,0.352930880429858,0.348032258110928,1,0.634641295860614,0.575474055994505,"Unclear",0
"MYPN",-2.53586682187823,-1.66340360264732,4.77183644647107,0.0336508149080702,0.0962316724572017,1.82553720675217e-06,0.211155343588422,0.320526513247208,0.000173737993531218,"Carnivore",2
"ARF1",2.29338982509294,0.729986400272137,0.648722667802205,0.0654767157044245,0.465398497542267,0.516517649990434,0.324935243355147,0.723616341050584,0.715775126984255,"DoubleBoth",4
"SSH2",0.679786973961446,-0.195785612681628,0.5255396465389,1,0.84477797155668,0.599208099881353,1,0.937904014057656,0.776886561704689,"Both",3
"FHL5",0.626731893657304,0.433678977480519,-1.36569318973338,1,0.664521574626499,0.17203528278719,1,0.848930501507008,0.379365676385244,"Carnivore",2
"TRERF1",-0.364681346091659,-1.57613408963417,0.155237586651025,1,0.11499490422313,0.876634017582908,1,0.354363574629793,0.942307936406762,"Herbivore",1
"ACVR1B",-0.791590824233129,0.222690710225485,2.02330363279427,1,0.823776231992788,0.0430418525886523,1,0.928437874235079,0.162429770749415,"Carnivore",2
"TIMM8B",-0.927471662116355,-1.03489849595909,1.01008957479674,1,0.300716317125155,0.312452376502024,1,0.585713864970156,0.540412512705422,"Unclear",0
"KIFC3",1.30915974986083,0.631741402642564,-2.65951865344787,0.571440729704291,0.527555869092844,0.00782523967165744,1,0.768351541626266,0.0543000133561204,"Carnivore",2
"CCDC189",-2.55060639712955,-0.837354069977019,2.4679432894032,0.0322607085265262,0.402393574865098,0.0135891846739288,0.205965877297707,0.677019049025418,0.0772262169092466,"Both",3
"CNOT4",0.92621643148017,-0.223970853633371,-0.889187112576839,1,0.822779982569273,0.373902527762408,1,0.92820439431134,0.599144534309817,"Both",3
"SFSWAP",4.46896383986533,3.99843703309806,-5.77549549094863,2.35798246006897e-05,6.37621383682873e-05,7.67269550033725e-09,0.00158576963917733,0.00318321506436262,5.62761443983192e-06,"Unclear",0
"PDGFRL",-0.528700986617727,-0.152563464319864,-0.101262222102746,1,0.878742538883907,0.919342304393674,1,0.952873895391186,0.962279690713143,"DoubleBoth",4
"TUBA1C",NA,0.60683155560006,NA,NA,0.543962704250981,NA,NA,0.778757416817183,NA,"MissingData",5
"PARPBP",-3.13431289908276,-1.12814149267904,4.1939820927512,0.00516771199374007,0.2592601682068,2.7409962980521e-05,0.0627298874981621,0.545107459779756,0.00114172746077034,"Carnivore",2
"HNF1A",-1.84266963956138,-1.85432839121697,1.9080568805189,0.196131778128468,0.063692192682274,0.0563838649907329,0.644370144211679,0.254915042454224,0.191551659207451,"Unclear",0
"TMEM14C",-1.22614296898785,-0.125536816483342,0.506518593906335,0.660434635216736,0.90009858022837,0.612492639962828,1,0.960670170996355,0.785342826206057,"DoubleBoth",4
"COA4",-1.91288647800619,-0.518385638149137,1.83100525990709,0.167287761038396,0.604189233051816,0.0670997579931984,0.584505146128734,0.815429082309483,0.21453945586726,"Both",3
"ENO2",-1.36553700755413,-0.164415765280327,1.35920605846053,0.516252989430571,0.869403853559309,0.174081302024731,1,0.949478982774751,0.381750114998671,"Both",3
"MMAA",-1.24532168796927,-0.545575901543996,2.00249827530039,0.639040579843401,0.585357493190613,0.0452311684148979,1,0.804037776750194,0.166864837942792,"Carnivore",2
"STOML1",-1.03029899151306,-1.34987635131426,1.64108317548754,0.908609017025046,0.177055648560504,0.10078015069148,1,0.448260703102638,0.274137323796633,"Unclear",0
"PRKAB1",-0.679766883543922,-0.380805302703291,1.59583836690424,1,0.703347724227377,0.110524884882062,1,0.871485953594907,0.29040061051399,"Carnivore",2
"AKAP7",-0.98732233184249,-0.523100757782486,0.295460084654797,0.970453938729498,0.600904138212996,0.767642439793028,1,0.813888352978236,0.880072950180445,"DoubleBoth",4
"LDHC",-1.13867794642664,0.859239684192347,1.31766863182986,0.764512513042921,0.390208293336775,0.187614599621693,1,0.66746372168592,0.398187824207678,"Carnivore",2
"HES7",0.554674996407518,0.946631523097814,-0.325112718524692,1,0.343826575002967,0.745095763405854,1,0.626611755590633,0.866197363937274,"Herbivore",1
"CLDN2",-1.04504296296645,-1.69210336901177,0.708282561786447,0.888009340212583,0.0906262662205317,0.478769804015189,1,0.311100525931452,0.685709262117954,"Herbivore",1
"CLDN24",1.14588764125693,0.524869889104338,-1.06270879477637,0.755524936585159,0.599673642766072,0.287914031253758,1,0.813208357612879,0.515093787978912,"Both",3
"GABRB3",1.9701124100449,-0.118589548403653,-3.02540773986197,0.146476466831571,0.905600546081863,0.00248298144577864,0.537881384200067,0.961897007496553,0.025244484111003,"Carnivore",2
"OPCML",0.660991096680717,0.545540889516591,-0.701725397817008,1,0.585381566008331,0.482850430913889,1,0.804037776750194,0.688598878927545,"Unclear",0
"POLR1B",-0.896109500069613,-1.40093065114445,0.85970226223355,1,0.161234811907372,0.389953187437919,1,0.426060493349624,0.612351041793682,"Herbivore",1
"PDCD2",1.29561154984101,0.758810712015922,-2.24742849276687,0.585328043804502,0.447965796798686,0.0246126557672169,1,0.710902639895524,0.114688721652197,"Carnivore",2
"SENP8",-1.40175900143071,-0.886271488898058,1.73557593217808,0.482961675394764,0.375471248810761,0.082638844614804,1,0.655217737613901,0.242750597083963,"Carnivore",2
"CYB561",0.723229671181552,0.502551659607611,-0.307273261588548,1,0.615279523308275,0.758635386021674,1,0.822520890169388,0.874614758844431,"Both",3
"NKRF",-0.224558467212143,1.27717113139094,0.649733955483723,1,0.201541836545335,0.515864086519879,1,0.477357886447277,0.715462854547078,"Herbivore",1
"TBC1D30",0.569029806077783,0.832849889814914,1.35798446920855,1,0.404929393768385,0.174468612297427,1,0.679029644484973,0.382194737941065,"Carnivore",2
"GTDC1",1.19866465122479,0.59000701539538,-1.26555677560743,0.691975104748265,0.555185946210401,0.205671809510561,1,0.786283005864953,0.420198710063331,"Carnivore",2
"TRPM1",4.10612668606625,3.53360106763398,-3.96077768023348,0.00012070466157092,0.000409939322315398,7.47060629234941e-05,0.00501442606531602,0.0110745107923505,0.00223331027471289,"Both",3
"TMEM50B",NA,3.698843543115,NA,NA,0.000216584051835739,NA,NA,0.00706360341288832,NA,"MissingData",5
"BBS12",-0.126617395083198,0.621338372373083,0.494444145934765,1,0.534377011243806,0.620992543163823,1,0.77281557595029,0.791185346264536,"Unclear",0
"FBXL17",-0.738647251732327,0.88788278908839,0.986409748883665,1,0.374603803556158,0.323932083066456,1,0.654446330226532,0.553078997737061,"Unclear",0
"SLC39A11",-0.0353372517206043,-0.113354020764179,-1.3096613466475,1,0.909749890802635,0.190310425239736,1,0.963509209678346,0.401585442650844,"Carnivore",2
"OR10G2",1.91665498215232,-0.626934961770272,-0.0950770273901833,0.165845333933992,0.530701868634877,0.924253644888982,0.580710360263386,0.771228868556787,0.964227300532471,"DoubleBoth",4
"C17orf100",-1.55308502471481,-2.21719807244754,1.11928646815826,0.361208469764036,0.0266095592577499,0.26301794683038,0.933168547984712,0.15535232997857,0.487129063491615,"Herbivore",1
"YTHDF2",0.418458682914337,1.03601818320627,-0.433533803886632,1,0.300193659639531,0.664627013524703,1,0.585195265958263,0.818308065370585,"Herbivore",1
"MOSMO",NA,4.22716621868159,NA,NA,2.36652850954494e-05,NA,NA,0.0016750681489613,NA,"MissingData",5
"MAP3K8",-0.673704421761071,-0.171940241588004,2.44103719691303,1,0.86348450945754,0.0146451462174593,1,0.94735484051694,0.0811802884216994,"Carnivore",2
"LPAR2",-2.23189785538562,-1.8536945395153,1.48853878101641,0.07686514401865,0.0637828733735935,0.136608862683473,0.359222986864348,0.255084281893061,0.330075393287944,"Both",3
"TBC1D10C",-0.769017965804133,-0.453623890609479,-0.531110022049099,1,0.650099555175623,0.595342539662077,1,0.839881569274258,0.77394534567105,"Both",3
"HTR2A",-0.746307875032577,-0.554794175662049,0.606761669979796,1,0.579035451418388,0.544009088850257,1,0.800017812482599,0.735040405161408,"Both",3
"DND1",1.33764423556499,0.861532699588314,-2.53314200850041,0.543037311503963,0.388944719468895,0.0113045144990063,1,0.666709492160672,0.0680760851107562,"Carnivore",2
"NELFA",0.969033736795039,0.0708840728735422,-2.08262388265067,0.997585070571842,0.943490019492358,0.0372855205314523,1,0.976519383250596,0.148124061794913,"Carnivore",2
"USP36",2.074897608639,1.98150216345625,-2.98474907635688,0.113988076196638,0.0475349869908463,0.0028381103299898,0.458182572693911,0.215628545890222,0.0275333322787462,"Carnivore",2
"PTK6",1.57177642755738,1.60108398271808,-0.635651389467385,0.348007230550558,0.109358319324364,0.52500366659926,0.912104934737281,0.344389818116677,0.721211860071259,"Herbivore",1
"OTUB1",0.566270150623646,1.72247779837253,-0.916461581547755,1,0.0849830012213539,0.359424848866148,1,0.301156420375366,0.586297480141705,"Herbivore",1
"NLRP2",NA,0.734048654869905,NA,NA,0.462919085042129,NA,NA,0.721593154872375,NA,"MissingData",5
"ANAPC15",NA,1.88575920602764,-0.784239281527115,NA,0.0593274104661177,0.432899719833297,NA,0.245674347113656,0.65056097213005,"MissingData",5
"LRP6",0.494643756810563,0.761085463404152,-0.124275582538264,1,0.446606022437905,0.901097079721261,1,0.710405987997645,0.953127377032325,"Herbivore",1
"FAM186A",-2.22531772903673,-1.40802192886981,2.36359164053074,0.0781797482999971,0.159124576729567,0.0180987498620837,0.363159050518095,0.423344729319813,0.0932342931401687,"Carnivore",2
"RPH3A",2.46489049375534,1.33943808436562,-1.22422393763696,0.041116539329825,0.180428098168186,0.220867761352619,0.240202965287312,0.452975435039804,0.438093724767094,"Both",3
"COPS7A",NA,1.16975108893426,NA,NA,0.242101151982985,NA,NA,0.525611783082267,NA,"MissingData",5
"HDAC4",2.23613409656951,0.943489687684892,-2.05491133041264,0.0760289657156331,0.345430487548194,0.0398875698841759,0.357310099404561,0.628186268165158,0.154624745642782,"Both",3
"GPN3",-0.446717251475228,0.279438772240636,0.294589451642776,1,0.779908119698779,0.768307521139509,1,0.909593517930458,0.880432875733486,"Both",3
"RGS13",0.169059251801883,-0.399633272142605,-0.151504072961419,1,0.689426646424618,0.879578098166643,1,0.864404272017669,0.943785918519467,"Herbivore",1
"GPHN",NA,2.31963036029929,NA,NA,0.0203608820162475,NA,NA,0.132361123172096,NA,"MissingData",5
"ACADVL",-2.1786427069647,-1.10060398660296,1.6611463352691,0.0880746629277467,0.271069049716373,0.0966840604584578,0.391829047738777,0.55858699964212,0.267379869325911,"Both",3
"ME3",1.35736832583983,0.706012724328478,-1.21952390654655,0.523992621624391,0.480180224491383,0.222645407827034,1,0.734822626395471,0.44000115448884,"Both",3
"SHD",-1.40738401611986,-0.696507052169604,1.13424792690535,0.47794064476977,0.48611134237352,0.256690565360346,1,0.739084396260424,0.47930659770564,"Both",3
"GTF2H3",-1.17967592260914,0.140058098806877,1.25008353939727,0.714387400914909,0.888614086505306,0.211269032138025,1,0.956855492470903,0.426594928999528,"Carnivore",2
"DYRK4",-2.00151321680107,-2.13471406184822,1.58320311645638,0.136011332681396,0.0327843736670926,0.113375176383886,0.512889604280337,0.174744050524982,0.294287451397725,"Unclear",0
"POU2F3",2.76352338909316,1.42394399986559,-2.51747481136104,0.0171542982238754,0.154462683467776,0.0118199420798007,0.136177667876627,0.416586628340961,0.069974987816521,"Both",3
"SUDS3",NA,2.66997575336053,NA,NA,0.00758567244829957,NA,NA,0.0734944200325689,NA,"MissingData",5
"PCDH7",-0.396120999584063,2.15099389776427,0.390192613389779,1,0.0314766813374578,0.696394123273297,1,0.171095079744753,0.837674880988182,"Herbivore",1
"LATS1",-0.589672625907258,0.0527829402107288,1.35956484594708,1,0.957904854290416,0.173967668962829,1,0.983741872551596,0.381750114998671,"Carnivore",2
"FGD5",-5.00348301964923,-4.68249188020468,2.30143429008045,1.68910883031556e-06,2.8340841745282e-06,0.0213670955756987,0.000276012318438354,0.000425348799860441,0.104240166646609,"Both",3
"PRRG1",1.49936567265552,1.69064717726752,-1.63687024856813,0.401336381483262,0.0909042085285468,0.101657583585602,0.994889604217104,0.311515077386726,0.275279143593858,"Unclear",0
"GNS",-1.587661706011,-0.441991532517675,1.87726344670555,0.337088570117413,0.658495333273271,0.0604819954827951,0.894515998435218,0.845519368391859,0.200769081439802,"Carnivore",2
"KRTCAP3",-0.704792266266583,-0.145754449469647,0.392949800230782,1,0.884115235839493,0.694356558668325,1,0.955088319179021,0.836629417655138,"DoubleBoth",4
"RAN",2.54591336966384,4.08948534305834,-2.43841795297839,0.0326976699559648,4.32331384800022e-05,0.014751707018447,0.20769460242677,0.00244169317638452,0.0815819854492049,"Herbivore",1
"LRTM2",-0.0577940264835171,-1.4230064755612,-0.621561884629677,1,0.1547342780617,0.534229990341847,1,0.416833623583529,0.727513377784619,"Herbivore",1
"HSD3B2",-2.99127066458729,-1.6880978009108,3.53050734069851,0.00833457385105402,0.0913924565357438,0.000414763506039952,0.0854575956972851,0.312329818255929,0.00724366880409148,"Carnivore",2
"SMG8",-0.994899082977434,-1.57918332679974,-0.143178012462641,0.959356046798884,0.114294013173869,0.886149594409163,1,0.353206855172544,0.946716266510166,"Herbivore",1
"SYCP2L",-3.79012145957689,-1.37578255087651,2.52194796277631,0.000451720917278864,0.168888965237271,0.0116706971435742,0.0119901922060728,0.437793257241472,0.0695269744647059,"Both",3
"IZUMO3",-1.52138156377858,-0.351920162431216,1.07655109686022,0.384492337971005,0.724898137823758,0.281680861705131,0.968626170426871,0.882785418180713,0.5095026122103,"DoubleBoth",4
"IL4R",-2.09447787595471,-0.489652861866522,1.9734066668671,0.108652295645766,0.624379563254522,0.0484492486612502,0.44435737054801,0.827026473506916,0.174164798498499,"Both",3
"SCO2",-0.625384132179452,-0.422419295261724,1.15117927838918,1,0.672718996517889,0.249658488209748,1,0.854687428637597,0.470971607980177,"Carnivore",2
"C12orf56",0.110582152891632,-0.0718070704656751,1.21748102474825,1,0.942755445930787,0.223421251725731,1,0.976177737544412,0.440948334715819,"Carnivore",2
"TIMM50",-0.701627589700999,-0.696213015045825,1.78742126046495,1,0.486295438128182,0.073869427930263,1,0.739212640270616,0.226764931382139,"Carnivore",2
"ZNF641",-2.87167617523378,-0.853192220931669,4.08863241033645,0.0122490336941959,0.393552716563739,4.33923834687858e-05,0.109279451702472,0.670399344060841,0.00155743767356835,"Carnivore",2
"GPR17",-0.0829286510347495,-1.1617517215792,-1.06132066178883,1,0.245336329799712,0.288544198947748,1,0.529537776574826,0.51580927564926,"Unclear",0
"MYCBP2",0.794119591986891,-0.0796812786422983,1.50249776162313,1,0.936490749581502,0.13296860559046,1,0.97374305902413,0.325166518501179,"Carnivore",2
"CHD4",-0.63857922703881,0.330188962798989,0.602839382835225,1,0.74125718602459,0.546615544582156,1,0.889407876405351,0.737250465957224,"Both",3
"DRD2",3.22708904695584,1.88916858784817,-3.02487977830145,0.00375169605753576,0.0588692423525868,0.00248731975564037,0.0510101412283444,0.24487908380416,0.0252544410300907,"Both",3
"ZNRF3",-1.88838908033715,-1.87299611130991,1.37547000181029,0.176921208631723,0.0610689219802575,0.168985779690529,0.60535874192333,0.249676887136765,0.374895126764014,"Both",3
"ANKRD49",0.231296658419058,-0.411877235523957,-0.187676433147843,1,0.680429407027324,0.851130305600592,1,0.858160617686422,0.927421271610814,"Herbivore",1
"ITGAM",-0.863338093353502,-1.51498480346329,0.859685039241454,1,0.129776252584605,0.389962683880864,1,0.379495449782403,0.612351041793682,"Herbivore",1
"SSUH2",-1.03718653848362,-2.99817161621787,0.401564844445033,0.898946791438135,0.00271604682193163,0.688004306926475,1,0.0384157093688393,0.832704504447312,"Herbivore",1
"H2AJ",NA,3.19734353397196,NA,NA,0.00138699634934157,NA,NA,0.0247870163467228,NA,"MissingData",5
"PAAF1",-0.230501919442449,-1.24077332736687,0.543495646847547,1,0.21468949715556,0.586788587284358,1,0.492593406836694,0.767865284744138,"Herbivore",1
"PHC1",1.11311876679612,1.81271256830756,-0.763828569811309,0.796972274039416,0.0698761649890603,0.444969408936956,1,0.268585423713031,0.659927507859257,"Herbivore",1
"ZHX3",2.84717426978372,-0.096830916899752,-2.97981217923403,0.0132327625437906,0.922860671158288,0.00288425170682084,0.115513236245185,0.968729088647868,0.027801598022734,"Carnivore",2
"TCEANC",0.323082701007314,-0.193501666779854,0.134547144536531,1,0.846566100823059,0.892969934016263,1,0.938402300595838,0.950365389062988,"Both",3
"EGR4",-2.49286277067737,-1.26348215998084,1.72390807935005,0.0380153431985313,0.206415953974446,0.0847244385635135,0.228320425289697,0.483426701050686,0.246469603923303,"Both",3
"CCR3",-0.740565320171853,0.220140860977974,0.380190733216787,1,0.825761452815149,0.703803837536603,1,0.929163826974934,0.842268070436761,"DoubleBoth",4
"CEPT1",-1.33975871916448,-0.496544191811997,1.0799375260824,0.54097140134856,0.619510516581045,0.280170001188747,1,0.824911358191256,0.507886233619674,"Both",3
"PCSK5",-1.24138890748536,-0.388594474369674,0.960014987079414,0.643386344669485,0.697576154965448,0.337047672160489,1,0.868700975402194,0.565708878923683,"Both",3
"RBM19",1.42805406239251,0.191255108677305,-1.69171041996394,0.459828894941822,0.848325729900868,0.0907012007014294,1,0.938857828483079,0.256567253150199,"Carnivore",2
"ABLIM2",1.32175135214805,-0.344845788348206,-2.2674601597615,0.558752887673281,0.730210307943309,0.0233621300247928,1,0.883150192617005,0.111010874706464,"Carnivore",2
"SMAD5",NA,1.89730183013501,NA,NA,0.0577881135948462,NA,NA,0.242539495924097,NA,"MissingData",5
"AK4",-4.47583579831047,-3.35873189632045,3.59342858757353,2.28338899844495e-05,0.000783009936590253,0.000326355122444761,0.0015495015750986,0.0170561989033862,0.00614962653659383,"Both",3
"CCDC91",-2.48578759564472,-1.97411993009624,2.74898827924373,0.0387795277374877,0.0483681076543484,0.00597795237952265,0.231519338168433,0.218070976660296,0.0456760517941474,"Unclear",0
"ARHGEF28",-2.20610444958843,-0.980370529809104,0.982901754536612,0.0821300617389285,0.326903251316051,0.325655794230791,0.374585248268089,0.609741201854533,0.554573746075697,"DoubleBoth",4
"MOV10L1",3.78213037030497,1.24337809879908,-5.63446922168536,0.000466475652346309,0.21372853697695,1.75598317133277e-08,0.0121243247109837,0.492021851421585,9.05009740754986e-06,"Carnivore",2
"TRMT2B",1.78715296299024,0.82673341670244,NA,0.221738307872591,0.408388176479457,NA,0.694384924444612,0.681947307330352,NA,"MissingData",5
"ATP1A3",1.36601147230404,2.8455096330498,-1.43960581175508,0.515806087742465,0.00443404182759373,0.149978954434752,1,0.0529244359230241,0.349648610517111,"Herbivore",1
"BANF2",-0.487739382338611,-0.888075392199146,0.318003694281827,1,0.374500198424194,0.750482134632522,1,0.654444216990978,0.869079696455082,"Herbivore",1
"C2CD5",-1.49210417441391,-1.30299799190702,1.8412750232306,0.407015513178173,0.192575447132301,0.0655812659934818,1,0.467825866877776,0.211256533149954,"Unclear",0
"SLCO1C1",-1.32151188241298,-0.268589039744413,1.19308858643255,0.558992229534991,0.788245947486966,0.2328346810177,1,0.913947087822806,0.452562624415157,"Both",3
"CAND1",NA,0.535258673087748,NA,NA,0.592470999320103,NA,NA,0.808568024583611,NA,"MissingData",5
"RNF24",NA,0.0192611856502994,NA,NA,0.984632747543956,NA,NA,0.994077371843039,NA,"MissingData",5
"DDX11",-1.23605625370966,-0.770283456358121,2.16249591308623,0.649312962858591,0.441131767697639,0.0305799717708562,1,0.707515388817891,0.130894117710892,"Carnivore",2
"MMAB",-0.796807341314215,0.125581618427838,0.562366631517026,1,0.900063114117004,0.573866249006827,1,0.960670170996355,0.758178243278201,"DoubleBoth",4
"NR4A1",-1.52953698222618,-1.05003385258261,1.29943366952869,0.378394134814267,0.293702548820093,0.193795143141392,0.96003668411598,0.579647044036912,0.40569366106322,"Both",3
"DAPK3",-3.80092623873847,-2.74624285311511,2.28604717532733,0.000432468640440647,0.00602821223388819,0.0222514988432443,0.0116649859724611,0.0636555648854031,0.10737990632409,"Both",3
"SLC25A14",NA,1.78067046453541,-1.34638032787376,NA,0.0749663009101064,0.178179891893373,NA,0.279147431989872,0.387294609758249,"MissingData",5
"RAI2",1.49704261778134,2.78970488217271,-3.80549422659067,0.403146507492355,0.00527561053984513,0.000141521315645416,0.997852479429419,0.0586745457262205,0.00347721572444463,"Unclear",0
"MTHFD1",-1.39099278362497,-1.60997497087738,2.18047776065882,0.492682845162408,0.107403320502373,0.0292220655884602,1,0.34021896072366,0.127667685499937,"Unclear",0
"ANHX",-1.52491869086773,-2.1321194327902,1.77034020696767,0.381838137920972,0.0329970294838907,0.0766704839424407,0.964410111534442,0.175417793015541,0.231597843921752,"Unclear",0
"AKAP3",-0.581457147203377,-2.23647450964449,0.104737677440615,1,0.0253207052164763,0.916583964095807,1,0.150890923108038,0.961418671420609,"Herbivore",1
"SLC29A2",-3.12425744939657,-1.55529370517721,3.35510601001724,0.00534763250532673,0.11987613586484,0.000793345760169863,0.0641132068847533,0.363306620428788,0.0112755578409019,"Carnivore",2
"TSPAN11",-1.68982816060752,-0.0322558136263191,1.2569100321669,0.273182503885498,0.974268046470401,0.208786215396451,0.789843456867326,0.989778173941631,0.423686682984673,"DoubleBoth",4
"ANO2",2.19546349621332,-0.441369584860651,-2.653918154349,0.0843910999744353,0.658945457549,0.00795631225269225,0.381438615526403,0.845739719804557,0.0549054921265413,"Carnivore",2
"MPDZ",-1.07360528810682,-1.93588873166421,1.97499159500908,0.848998879520674,0.0528813301477668,0.0482691018394059,1,0.230789843932459,0.173687221281081,"Unclear",0
"SKP2",0.202441765318989,1.24106868151068,-1.32326872426372,1,0.214580377907458,0.185746028639903,1,0.492513926012742,0.396010638403264,"Unclear",0
"ERC1",-1.72017471604545,-1.8125435041932,2.26270049273286,0.25620206258153,0.0699022582340743,0.0236541584362333,0.759747151901421,0.268585423713031,0.111992311210844,"Unclear",0
"FAM214A",-1.48662423282279,-0.841250112956731,2.03625091440863,0.411342251730923,0.400207831731751,0.041725166025825,1,0.675585163980416,0.15960857835928,"Carnivore",2
"ERFE",-0.52367744281417,-1.23708255751595,-0.0347583046013039,1,0.216056434600239,0.972272468633404,1,0.494152497309903,0.986708585465378,"Herbivore",1
"RFLNA",-3.49729124812602,-3.03628176349719,2.24478442290158,0.00141002518828532,0.0023951542591918,0.0247819752465148,0.0261386251529233,0.035325801080291,0.1149079746475,"Both",3
"CPM",-1.96568032875942,-1.3650411046955,1.76181317667422,0.148006645517368,0.172240131130971,0.078100867712325,0.541303683324752,0.442446954913139,0.233944770476142,"Both",3
"C17orf49",-0.549304019348386,0.516228806628893,1.52338915574109,1,0.605694613085218,0.127661373464794,1,0.816508980663532,0.317034528949646,"Carnivore",2
"RASAL1",-1.63942596564085,-2.30260219555143,0.773471404404506,0.303373732865638,0.0213012355198919,0.439243445787193,0.842068456743656,0.135987288909778,0.655230394776504,"Herbivore",1
"VPS29",0.4336499350457,0.572669270420181,-0.182770115978185,1,0.566868647815349,0.854978397600949,1,0.793415326882753,0.930066567657199,"Herbivore",1
"CLEC5A",-0.705427003267773,0.687352509600039,0.177777777777776,1,0.491860616616358,0.858897500094723,1,0.743717519691337,0.932367463529881,"Both",3
"TRIAP1",NA,2.68042332048072,NA,NA,0.00735291084098198,NA,NA,0.0720140977773275,NA,"MissingData",5
"PRSS58",-4.303340857948,-2.82106782106782,2.55805116202015,5.0472512407267e-05,0.00478640825045544,0.0105260604598086,0.00274252271221661,0.0556432337506142,0.0652473184717515,"Both",3
"OTOGL",-0.394217288916574,0.329902186165319,0.107013082622223,1,0.741473871577247,0.91477860092475,1,0.889472319745086,0.960112083625705,"Both",3
"TAS2R38",-1.48153515158503,-2.04293362400653,0.848559129922997,0.415392075142643,0.0410590092595272,0.396126656934156,1,0.19854657400148,0.618340696346072,"Herbivore",1
"CLBA1",0.113768258158509,0.468380941377929,-1.73604342699061,1,0.639512194770832,0.0825561562172748,1,0.83527101199694,0.242602486034622,"Carnivore",2
"SLC16A7",-2.97449692973553,-1.67136682451603,3.01117991712729,0.00880408177931543,0.0946492445764418,0.00260234607361802,0.0882218299119665,0.317805307063625,0.0260309289155405,"Carnivore",2
"MAP3K12",0.35814112364064,-0.0607357421199258,0.129309419712588,1,0.95156966611685,0.897112818160586,1,0.980617209995382,0.951582033657425,"DoubleBoth",4
"RAB5C",-1.75221126663574,-1.1761031848836,2.10647422306173,0.239212461138312,0.239553645390243,0.0351631799089826,0.727533822691394,0.522390022619461,0.142844416931064,"Carnivore",2
"BRF1",2.00121542893169,0.933659293397872,-2.98906346393107,0.136107536856406,0.350479669167977,0.00279834000933897,0.512994403175554,0.632619705739836,0.0272177482020894,"Carnivore",2
"AGAP2",-0.23222904724206,0.222724155157259,-0.539318003658223,1,0.823750200433892,0.58966744824264,1,0.928437874235079,0.769665502218883,"Carnivore",2
