GO.ID	Description	p.Val	Empty	phenoType
Regulation Of Systemic Arterial Blood Pressure (GO:0003073)	Regulation Of Systemic Arterial Blood Pressure 	0.949598338687289		-1
Regulation Of Systemic Arterial Blood Pressure By Hormone (GO:0001990)	Regulation Of Systemic Arterial Blood Pressure By Hormone 	0.970699474333173		-1
Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081)	Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin 	0.980874659817812		-1
Regulation Of T-Circle Formation (GO:1904429)	Regulation Of T-Circle Formation 	0.970699474333173		1
Regulation Of Tau-Protein Kinase Activity (GO:1902947)	Regulation Of Tau-Protein Kinase Activity 	0.957022838891206		-1
Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872)	Regulation Of Telomerase RNA Localization To Cajal Body 	0.970699474333173		-1
Regulation Of Telomerase Activity (GO:0051972)	Regulation Of Telomerase Activity 	0.966513549840496		1
Regulation Of Telomere Capping (GO:1904353)	Regulation Of Telomere Capping 	0.970699474333173		-1
Regulation Of Telomere Maintenance (GO:0032204)	Regulation Of Telomere Maintenance 	0.970699474333173		1
Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904505)	Regulation Of Telomere Maintenance In Response To DNA Damage 	0.966513549840496		-1
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210)	Regulation Of Telomere Maintenance Via Telomerase 	0.970699474333173		1
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356)	Regulation Of Telomere Maintenance Via Telomere Lengthening 	0.957022838891206		1
Regulation Of Tetrapyrrole Biosynthetic Process (GO:1901463)	Regulation Of Tetrapyrrole Biosynthetic Process 	0.971919059042776		-1
Regulation Of Thymocyte Apoptotic Process (GO:0070243)	Regulation Of Thymocyte Apoptotic Process 	0.966513549840496		1
Regulation Of Tissue Remodeling (GO:0034103)	Regulation Of Tissue Remodeling 	0.966513549840496		-1
Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135)	Regulation Of Toll-Like Receptor 2 Signaling Pathway 	0.957022838891206		1
Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139)	Regulation Of Toll-Like Receptor 3 Signaling Pathway 	0.957022838891206		-1
Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	Regulation Of Toll-Like Receptor 4 Signaling Pathway 	0.970699474333173		-1
Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155)	Regulation Of Toll-Like Receptor 7 Signaling Pathway 	0.903839824323904		-1
Regulation Of Toll-Like Receptor 9 Signaling Pathway (GO:0034163)	Regulation Of Toll-Like Receptor 9 Signaling Pathway 	0.534417627229338		-1
Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121)	Regulation Of Toll-Like Receptor Signaling Pathway 	0.970699474333173		-1
Regulation Of Tooth Mineralization (GO:0070170)	Regulation Of Tooth Mineralization 	0.949598338687289		-1
Regulation Of Trans-Synaptic Signaling (GO:0099177)	Regulation Of Trans-Synaptic Signaling 	0.957022838891206		-1
Regulation Of Transcription By RNA Polymerase I (GO:0006356)	Regulation Of Transcription By RNA Polymerase I 	0.971919059042776		-1
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	Regulation Of Transcription By RNA Polymerase II 	0.957022838891206		1
Regulation Of Transcription By RNA Polymerase III (GO:0006359)	Regulation Of Transcription By RNA Polymerase III 	0.97051227590698		-1
Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034243)	Regulation Of Transcription Elongation By RNA Polymerase II 	0.949598338687289		-1
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Hypoxia (GO:0061418)	Regulation Of Transcription From RNA Polymerase II Promoter In Response To Hypoxia 	0.957022838891206		1
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618)	Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress 	0.970699474333173		1
Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260)	Regulation Of Transcription Initiation By RNA Polymerase II 	0.970699474333173		1
Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle (GO:0000083)	Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle 	0.984642243576382		1
Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901836)	Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I 	0.966513549840496		1
Regulation Of Transcription Regulatory Region DNA Binding (GO:2000677)	Regulation Of Transcription Regulatory Region DNA Binding 	0.970699474333173		1
Regulation Of Transferase Activity (GO:0051338)	Regulation Of Transferase Activity 	0.970699474333173		1
Regulation Of Transforming Growth Factor Beta Activation (GO:1901388)	Regulation Of Transforming Growth Factor Beta Activation 	0.970699474333173		-1
Regulation Of Transforming Growth Factor Beta Production (GO:0071634)	Regulation Of Transforming Growth Factor Beta Production 	0.972775872882584		1
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway 	0.996431571463484		-1
Regulation Of Transforming Growth Factor Beta1 Production (GO:0032908)	Regulation Of Transforming Growth Factor Beta1 Production 	0.966513549840496		1
Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909)	Regulation Of Transforming Growth Factor Beta2 Production 	0.918925279484014		1
Regulation Of Translation (GO:0006417)	Regulation Of Translation 	0.966513549840496		1
Regulation Of Translation In Response To Endoplasmic Reticulum Stress (GO:0036490)	Regulation Of Translation In Response To Endoplasmic Reticulum Stress 	0.970699474333173		1
Regulation Of Translational Initiation (GO:0006446)	Regulation Of Translational Initiation 	0.970699474333173		-1
Regulation Of Translational Termination (GO:0006449)	Regulation Of Translational Termination 	0.961196726693825		1
Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)	Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway 	0.949598338687289		-1
Regulation Of Transmembrane Transport (GO:0034762)	Regulation Of Transmembrane Transport 	0.957022838891206		-1
Regulation Of Transmembrane Transporter Activity (GO:0022898)	Regulation Of Transmembrane Transporter Activity 	0.966513549840496		-1
Regulation Of Transmission Of Nerve Impulse (GO:0051969)	Regulation Of Transmission Of Nerve Impulse 	0.970699474333173		1
Regulation Of Transport (GO:0051049)	Regulation Of Transport 	0.966513549840496		-1
Regulation Of Transposition (GO:0010528)	Regulation Of Transposition 	0.786528878463898		-1
Regulation Of Triglyceride Biosynthetic Process (GO:0010866)	Regulation Of Triglyceride Biosynthetic Process 	0.966513549840496		1
Regulation Of Triglyceride Catabolic Process (GO:0010896)	Regulation Of Triglyceride Catabolic Process 	0.478862107835896		-1
Regulation Of Triglyceride Metabolic Process (GO:0090207)	Regulation Of Triglyceride Metabolic Process 	0.966513549840496		-1
Regulation Of Trophoblast Cell Migration (GO:1901163)	Regulation Of Trophoblast Cell Migration 	0.970307066022047		1
Regulation Of Tube Diameter (GO:0035296)	Regulation Of Tube Diameter 	0.945476026691714		-1
Regulation Of Tubulin Deacetylation (GO:0090043)	Regulation Of Tubulin Deacetylation 	0.972978030985332		1
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	Regulation Of Tumor Necrosis Factor Production 	0.903943785168395		-1
Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555)	Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production 	0.966513549840496		-1
Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803)	Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway 	0.970699474333173		1
Regulation Of Type 2 Immune Response (GO:0002828)	Regulation Of Type 2 Immune Response 	0.970699474333173		1
Regulation Of Type B Pancreatic Cell Development (GO:2000074)	Regulation Of Type B Pancreatic Cell Development 	0.970699474333173		-1
Regulation Of Type B Pancreatic Cell Proliferation (GO:0061469)	Regulation Of Type B Pancreatic Cell Proliferation 	0.961196726693825		1
Regulation Of Type I Interferon Production (GO:0032479)	Regulation Of Type I Interferon Production 	0.978225232386686		1
Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338)	Regulation Of Type I Interferon-Mediated Signaling Pathway 	0.970699474333173		1
Regulation Of Type II Interferon Production (GO:0032649)	Regulation Of Type II Interferon Production 	0.915987105849		-1
Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334)	Regulation Of Type II Interferon-Mediated Signaling Pathway 	0.970699474333173		1
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509)	Regulation Of Tyrosine Phosphorylation Of STAT Protein 	0.970699474333173		-1
Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666)	Regulation Of Ubiquitin Protein Ligase Activity 	0.987208159379524		-1
Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)	Regulation Of Ubiquitin-Dependent Protein Catabolic Process 	0.966513549840496		1
Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438)	Regulation Of Ubiquitin-Protein Transferase Activity 	0.989890149325681		-1
Regulation Of Urine Volume (GO:0035809)	Regulation Of Urine Volume 	0.970699474333173		-1
Regulation Of Vacuole Organization (GO:0044088)	Regulation Of Vacuole Organization 	0.970699474333173		-1
Regulation Of Vascular Associated Smooth Muscle Cell Apoptotic Process (GO:1905459)	Regulation Of Vascular Associated Smooth Muscle Cell Apoptotic Process 	0.970699474333173		1
Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905063)	Regulation Of Vascular Associated Smooth Muscle Cell Differentiation 	0.966513549840496		1
Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)	Regulation Of Vascular Associated Smooth Muscle Cell Migration 	0.968265431674335		-1
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	Regulation Of Vascular Associated Smooth Muscle Cell Proliferation 	0.98739614480673		-1
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)	Regulation Of Vascular Endothelial Cell Proliferation 	0.909150161543174		-1
Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	Regulation Of Vascular Endothelial Growth Factor Production 	0.970699474333173		-1
Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947)	Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway 	0.970699474333173		-1
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746)	Regulation Of Vascular Endothelial Growth Factor Signaling Pathway 	0.970699474333173		1
Regulation Of Vascular Wound Healing (GO:0061043)	Regulation Of Vascular Wound Healing 	0.970699474333173		-1
Regulation Of Vasculature Development (GO:1901342)	Regulation Of Vasculature Development 	0.972775872882584		-1
Regulation Of Vasculogenesis (GO:2001212)	Regulation Of Vasculogenesis 	0.970699474333173		1
Regulation Of Vasoconstriction (GO:0019229)	Regulation Of Vasoconstriction 	0.442261371635586		-1
Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	Regulation Of Ventricular Cardiac Muscle Cell Action Potential 	0.921903133186468		-1
Regulation Of Ventricular Cardiac Muscle Cell Membrane Depolarization (GO:0060373)	Regulation Of Ventricular Cardiac Muscle Cell Membrane Depolarization 	0.971426209248019		-1
Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307)	Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization 	0.961196726693825		-1
Regulation Of Very-Low-Density Lipoprotein Particle Remodeling (GO:0010901)	Regulation Of Very-Low-Density Lipoprotein Particle Remodeling 	0.966513549840496		-1
Regulation Of Vesicle Fusion (GO:0031338)	Regulation Of Vesicle Fusion 	0.966513549840496		1
Regulation Of Vesicle Size (GO:0097494)	Regulation Of Vesicle Size 	0.970699474333173		-1
Regulation Of Vesicle-Mediated Transport (GO:0060627)	Regulation Of Vesicle-Mediated Transport 	0.970699474333173		1
Regulation Of Viral Entry Into Host Cell (GO:0046596)	Regulation Of Viral Entry Into Host Cell 	0.966513549840496		-1
Regulation Of Viral Genome Replication (GO:0045069)	Regulation Of Viral Genome Replication 	0.971919059042776		-1
Regulation Of Viral Life Cycle (GO:1903900)	Regulation Of Viral Life Cycle 	0.971919059042776		1
Regulation Of Viral Transcription (GO:0046782)	Regulation Of Viral Transcription 	0.984168999282186		1
Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039531)	Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway 	0.968265431674335		-1
Regulation Of Vitamin D Biosynthetic Process (GO:0060556)	Regulation Of Vitamin D Biosynthetic Process 	0.966513549840496		1
Regulation Of Vitamin D Receptor Signaling Pathway (GO:0070562)	Regulation Of Vitamin D Receptor Signaling Pathway 	0.90863672948747		1
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385)	Regulation Of Voltage-Gated Calcium Channel Activity 	0.966513549840496		-1
Regulation Of Voltage-Gated Sodium Channel Activity (GO:1905150)	Regulation Of Voltage-Gated Sodium Channel Activity 	0.970307066022047		1
Regulation Of Wound Healing (GO:0061041)	Regulation Of Wound Healing 	0.585375856575311		-1
Regulation Of Wound Healing, Spreading Of Epidermal Cells (GO:1903689)	Regulation Of Wound Healing, Spreading Of Epidermal Cells 	0.966513549840496		1
Regulatory ncRNA Processing (GO:0070918)	Regulatory ncRNA Processing 	0.959970690281031		-1
Relaxation Of Cardiac Muscle (GO:0055119)	Relaxation Of Cardiac Muscle 	0.966513549840496		-1
Relaxation Of Muscle (GO:0090075)	Relaxation Of Muscle 	0.957022838891206		-1
Release Of Cytochrome C From Mitochondria (GO:0001836)	Release Of Cytochrome C From Mitochondria 	0.850920961853398		-1
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)	Release Of Sequestered Calcium Ion Into Cytosol 	0.966513549840496		-1
Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum (GO:1903514)	Release Of Sequestered Calcium Ion Into Cytosol By Endoplasmic Reticulum 	0.966513549840496		-1
Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808)	Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum 	0.966513549840496		-1
Removal Of Superoxide Radicals (GO:0019430)	Removal Of Superoxide Radicals 	0.970699474333173		1
Renal Absorption (GO:0070293)	Renal Absorption 	0.970699474333173		1
Renal Filtration (GO:0097205)	Renal Filtration 	0.970699474333173		-1
Renal Filtration Cell Differentiation (GO:0061318)	Renal Filtration Cell Differentiation 	0.970699474333173		-1
Renal System Development (GO:0072001)	Renal System Development 	0.966513549840496		1
Renal System Process Involved In Regulation Of Blood Volume (GO:0001977)	Renal System Process Involved In Regulation Of Blood Volume 	0.970699474333173		1
Renal Water Homeostasis (GO:0003091)	Renal Water Homeostasis 	0.957022838891206		-1
Replication Fork Processing (GO:0031297)	Replication Fork Processing 	0.764592496512663		1
Reproductive System Development (GO:0061458)	Reproductive System Development 	0.971919059042776		-1
Rescue Of Stalled Ribosome (GO:0072344)	Rescue Of Stalled Ribosome 	0.970699474333173		1
Resolution Of Meiotic Recombination Intermediates (GO:0000712)	Resolution Of Meiotic Recombination Intermediates 	0.495831942163009		1
Resolution Of Recombination Intermediates (GO:0071139)	Resolution Of Recombination Intermediates 	0.970699474333173		1
Respiratory Chain Complex III Assembly (GO:0017062)	Respiratory Chain Complex III Assembly 	0.970699474333173		1
Respiratory Chain Complex IV Assembly (GO:0008535)	Respiratory Chain Complex IV Assembly 	0.615186719965059		1
Respiratory Electron Transport Chain (GO:0022904)	Respiratory Electron Transport Chain 	0.970699474333173		1
Respiratory System Development (GO:0060541)	Respiratory System Development 	0.970699474333173		-1
Respiratory Tube Development (GO:0030323)	Respiratory Tube Development 	0.999642885052947		-1
Response To ATP (GO:0033198)	Response To ATP 	0.949598338687289		-1
Response To BMP (GO:0071772)	Response To BMP 	0.98739614480673		-1
Response To DNA Damage Checkpoint Signaling (GO:0072423)	Response To DNA Damage Checkpoint Signaling 	0.957022838891206		1
Response To UV (GO:0009411)	Response To UV 	0.970699474333173		-1
Response To UV-A (GO:0070141)	Response To UV-A 	0.504826381619698		-1
Response To UV-B (GO:0010224)	Response To UV-B 	0.966513549840496		-1
Response To UV-C (GO:0010225)	Response To UV-C 	0.970699474333173		1
Response To X-ray (GO:0010165)	Response To X-ray 	0.970307066022047		1
Response To Acidic pH (GO:0010447)	Response To Acidic pH 	0.966513549840496		1
Response To Alcohol (GO:0097305)	Response To Alcohol 	0.99105101684921		1
Response To Alkaloid (GO:0043279)	Response To Alkaloid 	0.956695985017526		-1
Response To Amino Acid (GO:0043200)	Response To Amino Acid 	0.966513549840496		-1
Response To Amino Acid Starvation (GO:1990928)	Response To Amino Acid Starvation 	0.966513549840496		-1
Response To Amyloid-Beta (GO:1904645)	Response To Amyloid-Beta 	0.956695985017526		-1
Response To Angiotensin (GO:1990776)	Response To Angiotensin 	0.970699474333173		-1
Response To Auditory Stimulus (GO:0010996)	Response To Auditory Stimulus 	0.966513549840496		-1
Response To Axon Injury (GO:0048678)	Response To Axon Injury 	0.845179690539097		-1
Response To Bile Acid (GO:1903412)	Response To Bile Acid 	0.704741919482708		1
Response To cAMP (GO:0051591)	Response To cAMP 	0.976995278130949		-1
Response To cGMP (GO:0070305)	Response To cGMP 	0.970699474333173		-1
Response To Cadmium Ion (GO:0046686)	Response To Cadmium Ion 	0.970699474333173		-1
Response To Caffeine (GO:0031000)	Response To Caffeine 	0.970699474333173		1
Response To Calcium Ion (GO:0051592)	Response To Calcium Ion 	0.431182086341607		-1
Response To Catecholamine (GO:0071869)	Response To Catecholamine 	0.911230689940831		-1
Response To Chemokine (GO:1990868)	Response To Chemokine 	0.972999660461697		1
Response To Cholesterol (GO:0070723)	Response To Cholesterol 	0.957022838891206		-1
Response To Cocaine (GO:0042220)	Response To Cocaine 	0.966513549840496		-1
Response To Copper Ion (GO:0046688)	Response To Copper Ion 	0.970699474333173		1
Response To Corticosteroid (GO:0031960)	Response To Corticosteroid 	0.966513549840496		-1
Response To Cytokine (GO:0034097)	Response To Cytokine 	0.970699474333173		-1
Response To dsRNA (GO:0043331)	Response To dsRNA 	0.674815641836231		-1
Response To Endoplasmic Reticulum Stress (GO:0034976)	Response To Endoplasmic Reticulum Stress 	0.966513549840496		-1
Response To Epidermal Growth Factor (GO:0070849)	Response To Epidermal Growth Factor 	0.972978030985332		1
Response To Epinephrine (GO:0071871)	Response To Epinephrine 	0.966513549840496		-1
Response To Estradiol (GO:0032355)	Response To Estradiol 	0.970699474333173		1
Response To Estrogen (GO:0043627)	Response To Estrogen 	0.957022838891206		1
Response To Ethanol (GO:0045471)	Response To Ethanol 	0.9680408576935		-1
Response To Exogenous dsRNA (GO:0043330)	Response To Exogenous dsRNA 	0.219626098159812		-1
Response To Fatty Acid (GO:0070542)	Response To Fatty Acid 	0.966513549840496		-1
Response To Fibroblast Growth Factor (GO:0071774)	Response To Fibroblast Growth Factor 	0.970307066022047		-1
Response To Forskolin (GO:1904321)	Response To Forskolin 	0.966513549840496		-1
Response To Gamma Radiation (GO:0010332)	Response To Gamma Radiation 	0.957022838891206		-1
Response To Glucocorticoid (GO:0051384)	Response To Glucocorticoid 	0.970699474333173		-1
Response To Glucose (GO:0009749)	Response To Glucose 	0.970699474333173		1
Response To Gonadotropin (GO:0034698)	Response To Gonadotropin 	0.966513549840496		-1
Response To Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012)	Response To Granulocyte Macrophage Colony-Stimulating Factor 	0.984642243576382		-1
Response To Heparin (GO:0071503)	Response To Heparin 	0.917780005172704		-1
Response To Hepatocyte Growth Factor (GO:0035728)	Response To Hepatocyte Growth Factor 	0.970699474333173		1
Response To Hexose (GO:0009746)	Response To Hexose 	0.966513549840496		1
Response To Histamine (GO:0034776)	Response To Histamine 	0.957022838891206		-1
Response To Hydrogen Peroxide (GO:0042542)	Response To Hydrogen Peroxide 	0.966513549840496		-1
Response To Hydroperoxide (GO:0033194)	Response To Hydroperoxide 	0.966513549840496		-1
Response To Hydroxyurea (GO:0072710)	Response To Hydroxyurea 	0.971919059042776		-1
Response To Increased Oxygen Levels (GO:0036296)	Response To Increased Oxygen Levels 	0.966513549840496		1
Response To Insulin (GO:0032868)	Response To Insulin 	0.966513549840496		1
Response To Interferon-Alpha (GO:0035455)	Response To Interferon-Alpha 	0.965251104351926		1
Response To Interferon-Beta (GO:0035456)	Response To Interferon-Beta 	0.971919059042776		-1
Response To Interleukin-1 (GO:0070555)	Response To Interleukin-1 	0.857219523107789		-1
Response To Interleukin-4 (GO:0070670)	Response To Interleukin-4 	0.925880226487086		1
Response To Interleukin-6 (GO:0070741)	Response To Interleukin-6 	0.966513549840496		1
Response To Ionizing Radiation (GO:0010212)	Response To Ionizing Radiation 	0.966513549840496		1
Response To Iron Ion (GO:0010039)	Response To Iron Ion 	0.970307066022047		1
Response To Ketone (GO:1901654)	Response To Ketone 	0.978014585832024		-1
Response To Laminar Fluid Shear Stress (GO:0034616)	Response To Laminar Fluid Shear Stress 	0.961196726693825		-1
Response To Lead Ion (GO:0010288)	Response To Lead Ion 	0.970699474333173		1
Response To Leptin (GO:0044321)	Response To Leptin 	0.966513549840496		-1
Response To Leucine (GO:0043201)	Response To Leucine 	0.970699474333173		-1
Response To Light Stimulus (GO:0009416)	Response To Light Stimulus 	0.966513549840496		-1
Response To Lipid (GO:0033993)	Response To Lipid 	0.972978030985332		1
Response To Lipopolysaccharide (GO:0032496)	Response To Lipopolysaccharide 	0.957022838891206		-1
Response To Lipoteichoic Acid (GO:0070391)	Response To Lipoteichoic Acid 	0.957022838891206		1
Response To Lithium Ion (GO:0010226)	Response To Lithium Ion 	0.970699474333173		-1
Response To Magnesium Ion (GO:0032026)	Response To Magnesium Ion 	0.970699474333173		1
Response To Manganese Ion (GO:0010042)	Response To Manganese Ion 	0.970699474333173		1
Response To Metal Ion (GO:0010038)	Response To Metal Ion 	0.970699474333173		-1
Response To Misfolded Protein (GO:0051788)	Response To Misfolded Protein 	0.970699474333173		1
Response To Molecule Of Bacterial Origin (GO:0002237)	Response To Molecule Of Bacterial Origin 	0.970307066022047		-1
Response To Muramyl Dipeptide (GO:0032495)	Response To Muramyl Dipeptide 	0.957022838891206		-1
Response To Muscle Stretch (GO:0035994)	Response To Muscle Stretch 	0.786528878463898		-1
Response To Nerve Growth Factor (GO:1990089)	Response To Nerve Growth Factor 	0.966513549840496		-1
Response To Nitric Oxide (GO:0071731)	Response To Nitric Oxide 	0.543682723224979		-1
Response To Nutrient Levels (GO:0031667)	Response To Nutrient Levels 	0.966513549840496		-1
Response To Organic Cyclic Compound (GO:0014070)	Response To Organic Cyclic Compound 	0.970699474333173		-1
Response To Organonitrogen Compound (GO:0010243)	Response To Organonitrogen Compound 	0.94316145743841		-1
Response To Organophosphorus (GO:0046683)	Response To Organophosphorus 	0.966513549840496		-1
Response To Peptide (GO:1901652)	Response To Peptide 	0.734058660927875		-1
Response To Peptide Hormone (GO:0043434)	Response To Peptide Hormone 	0.966513549840496		-1
Response To Peptidoglycan (GO:0032494)	Response To Peptidoglycan 	0.970699474333173		-1
Response To Platelet-Derived Growth Factor (GO:0036119)	Response To Platelet-Derived Growth Factor 	0.966513549840496		-1
Response To Potassium Ion (GO:0035864)	Response To Potassium Ion 	0.970699474333173		-1
Response To Progesterone (GO:0032570)	Response To Progesterone 	0.971113638943987		-1
Response To Prostaglandin E (GO:0034695)	Response To Prostaglandin E 	0.9680408576935		-1
Response To Purine-Containing Compound (GO:0014074)	Response To Purine-Containing Compound 	0.433745115821558		-1
Response To Reactive Oxygen Species (GO:0000302)	Response To Reactive Oxygen Species 	0.970699474333173		-1
Response To Retinoic Acid (GO:0032526)	Response To Retinoic Acid 	0.970699474333173		1
Response To Steroid Hormone (GO:0048545)	Response To Steroid Hormone 	0.850050674885548		-1
Response To Sterol (GO:0036314)	Response To Sterol 	0.957022838891206		-1
Response To Testosterone (GO:0033574)	Response To Testosterone 	0.970699474333173		-1
Response To Thyroid Hormone (GO:0097066)	Response To Thyroid Hormone 	0.966513549840496		1
Response To Transforming Growth Factor Beta (GO:0071559)	Response To Transforming Growth Factor Beta 	0.966513549840496		-1
Response To Tumor Necrosis Factor (GO:0034612)	Response To Tumor Necrosis Factor 	0.957022838891206		-1
Response To Type I Interferon (GO:0034340)	Response To Type I Interferon 	0.972999660461697		-1
Response To Type II Interferon (GO:0034341)	Response To Type II Interferon 	0.949598338687289		-1
Response To Unfolded Protein (GO:0006986)	Response To Unfolded Protein 	0.972775872882584		-1
Response To Vitamin (GO:0033273)	Response To Vitamin 	0.966513549840496		1
Response To Vitamin D (GO:0033280)	Response To Vitamin D 	0.970699474333173		1
Response To Zinc Ion (GO:0010043)	Response To Zinc Ion 	0.966513549840496		1
Reticulophagy (GO:0061709)	Reticulophagy 	0.966513549840496		-1
Retina Homeostasis (GO:0001895)	Retina Homeostasis 	0.970699474333173		1
Retinal Ganglion Cell Axon Guidance (GO:0031290)	Retinal Ganglion Cell Axon Guidance 	0.972999660461697		-1
Retinal Metabolic Process (GO:0042574)	Retinal Metabolic Process 	0.970699474333173		-1
Retinal Rod Cell Differentiation (GO:0060221)	Retinal Rod Cell Differentiation 	0.970699474333173		-1
Retinoic Acid Receptor Signaling Pathway (GO:0048384)	Retinoic Acid Receptor Signaling Pathway 	0.962161135171045		1
Retinoid Metabolic Process (GO:0001523)	Retinoid Metabolic Process 	0.970699474333173		-1
Retrograde Axonal Transport (GO:0008090)	Retrograde Axonal Transport 	0.970699474333173		-1
Retrograde Protein Transport, ER To Cytosol (GO:0030970)	Retrograde Protein Transport, ER To Cytosol 	0.970699474333173		1
Retrograde Transport, Endosome To Golgi (GO:0042147)	Retrograde Transport, Endosome To Golgi 	0.971919059042776		-1
Retrograde Transport, Vesicle Recycling Within Golgi (GO:0000301)	Retrograde Transport, Vesicle Recycling Within Golgi 	0.966513549840496		-1
Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)	Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum 	0.966513549840496		-1
Retrotransposon Silencing (GO:0010526)	Retrotransposon Silencing 	0.966513549840496		-1
Reverse Cholesterol Transport (GO:0043691)	Reverse Cholesterol Transport 	0.503646352274444		-1
Ribonucleoprotein Complex Biogenesis (GO:0022613)	Ribonucleoprotein Complex Biogenesis 	0.0895295437230811		1
Ribonucleoside Bisphosphate Biosynthetic Process (GO:0034030)	Ribonucleoside Bisphosphate Biosynthetic Process 	0.970699474333173		-1
Ribonucleoside Bisphosphate Catabolic Process (GO:0034031)	Ribonucleoside Bisphosphate Catabolic Process 	0.970699474333173		1
Ribonucleoside Bisphosphate Metabolic Process (GO:0033875)	Ribonucleoside Bisphosphate Metabolic Process 	0.970699474333173		-1
Ribose Phosphate Biosynthetic Process (GO:0046390)	Ribose Phosphate Biosynthetic Process 	0.966513549840496		-1
Ribosomal Large Subunit Assembly (GO:0000027)	Ribosomal Large Subunit Assembly 	0.966513549840496		1
Ribosomal Large Subunit Biogenesis (GO:0042273)	Ribosomal Large Subunit Biogenesis 	0.547288995501289		1
Ribosomal Large Subunit Export From Nucleus (GO:0000055)	Ribosomal Large Subunit Export From Nucleus 	0.970699474333173		-1
Ribosomal Small Subunit Assembly (GO:0000028)	Ribosomal Small Subunit Assembly 	0.858971948538558		1
Ribosomal Small Subunit Biogenesis (GO:0042274)	Ribosomal Small Subunit Biogenesis 	0.0137803011418448		1
Ribosomal Small Subunit Export From Nucleus (GO:0000056)	Ribosomal Small Subunit Export From Nucleus 	0.970699474333173		-1
Ribosome Assembly (GO:0042255)	Ribosome Assembly 	0.559462404195364		1
Ribosome Biogenesis (GO:0042254)	Ribosome Biogenesis 	0.254781867428863		1
Ribosome Disassembly (GO:0032790)	Ribosome Disassembly 	0.949598338687289		1
