"","main_Rho","Herbivore_Rho","Vertivore_Rho","main_P","Herbivore_P","Vertivore_P","main_p.adj","Herbivore_p.adj","Vertivore_p.adj","directionality","directionNumeric"
"ZBTB9",1.92896711369839,-1.54272340449281,1.29574361126104,0.322409669996578,0.122897900728087,0.195063830949102,1,0.36869370218426,0.481963700745172,"Both",3
"CLK3",-1.87893747374114,-0.262781642671249,-3.22420092567697,0.36151818767635,0.79271888544244,0.00126324731389595,1,0.916097277494404,0.0460839627474791,"Vertivore",2
"MSANTD3",-1.25725214716264,2.42378758742813,-0.690709695014929,1,0.0153595864626564,0.489747995483687,1,0.113175101667417,0.746888762592812,"Herbivore",1
"GRINA",0.151781918180598,1.87072618579231,1.21061360336699,1,0.0613830433388239,0.226043528214128,1,0.250240882665743,0.517218822927768,"Herbivore",1
"LPXN",-0.571366806465137,-0.872553622464006,-0.280004888367603,1,0.382906428527039,0.77947375447383,1,0.661747553043478,0.910179481064765,"Herbivore",1
"SPP1",1.96473523464353,-1.71211559461708,1.77543880553033,0.296669337702659,0.0868753680342061,0.0758254613553115,1,0.304007521689648,0.314806973147506,"Both",3
"FZR1",-3.11295846536206,1.78407426684679,-2.73594278614731,0.0111133249543547,0.0744115981039922,0.00622018397763039,0.205435315036587,0.277801091311103,0.094421767636311,"Both",3
"MEPE",3.15865743981254,-2.6307500259103,2.74934121110916,0.00950986036768203,0.00851966757001252,0.00597151880494366,0.188995961833512,0.078264462050906,0.0926966290132262,"Both",3
"GPR135",-1.31941287076985,1.26569154751122,-1.38100276742327,1,0.205623535654268,0.167278109755678,1,0.482197900668407,0.4535198849307,"Unclear",0
"DAAM1",1.73615303252706,-1.1506158524533,1.24022995151502,0.495220676325675,0.249890308378766,0.214890353058921,1,0.535493390866132,0.504932155040751,"Both",3
"PFDN6",NA,3.19271630195756,NA,NA,0.00140941342344387,NA,NA,0.025044833271354,NA,"MissingData",5
"CLDN3",1.35510072806067,-1.07062909126868,1.00814292020208,1,0.284336237532324,0.313385855472881,1,0.570820668090344,0.60098780612778,"Both",3
"AFF1",0.464967311090657,-1.65751102301487,-0.299544892654749,1,0.0974162021541171,0.764524324101821,1,0.322766617403493,0.903342413212546,"Herbivore",1
"TIMM9",NA,2.30499253379436,NA,NA,0.0211669915677361,NA,NA,0.135530744037032,NA,"MissingData",5
"ARID4A",0.486256349681465,-1.8006185797954,-0.385748869954414,1,0.0717630186435777,0.699682665707569,1,0.271840796726747,0.870081259908375,"Herbivore",1
"DNAJC30",-0.843015578500027,0.141929586045244,-0.449547590701455,1,0.887135624588588,0.653036685273103,1,0.956089184771038,0.847522434642116,"DoubleBoth",4
"ARHGAP24",2.29556966123072,-1.11133942812716,1.24792616879401,0.130202994710279,0.266422274067771,0.212058096300677,0.849502135379066,0.553502998058545,0.502371954082901,"Both",3
"HERC4",2.28339383343999,-0.636860706095609,2.40306622385952,0.134443081082561,0.524215579637838,0.0162582428532496,0.867048803019216,0.766048533208593,0.147587208633254,"Vertivore",2
"TMOD1",0.490845499067992,1.01674696172083,1.35771712715917,1,0.309273819064577,0.174553460022241,1,0.593467424318424,0.461926251614897,"Unclear",0
"TBX6",-0.835033481536666,0.325231274636397,-1.76149754624643,1,0.74500604045505,0.078154227949513,1,0.890808712727641,0.318521710455867,"Vertivore",2
"CDC42SE2",NA,2.10544087629847,NA,NA,0.0352529487827637,NA,NA,0.181574530289106,NA,"MissingData",5
"ZNF365",-0.46699332463143,-0.954337676989475,-1.36657449723623,1,0.339912742251191,0.171758715418405,1,0.623404123008548,0.459239447279092,"Unclear",0
"CALN1",0.159806764015384,1.20041572840326,0.547849308150447,1,0.229977923397659,0.583795378343386,1,0.509948329393054,0.805043859627362,"Herbivore",1
"CDK1",NA,2.47258654257567,NA,NA,0.0134139231348086,NA,NA,0.104481633874153,NA,"MissingData",5
"FAM135B",-2.77572116600311,3.11089243728241,-2.45685820245307,0.0330476540130153,0.00186522868098198,0.0140157996114691,0.392410980882862,0.0299049837001421,0.138907242343589,"Unclear",0
"IZUMO4",0.0921175266188902,1.0913094362861,0.225441192644964,1,0.275136746976443,0.821636069207081,1,0.563021276573812,0.930005334929837,"Herbivore",1
"KTN1",1.4070249176031,-1.85791851999868,0.490210572148631,0.956520000925293,0.0631805859788494,0.623984900460731,1,0.254015673439713,0.830294065417926,"Herbivore",1
"ALDOC",-0.318505519129452,2.79178453234463,0.940038906129306,1,0.00524182486700812,0.347197604431485,1,0.0585559884695621,0.6342070521537,"Herbivore",1
"CRCP",1.23107622646727,-0.916026077948376,1.17396969542771,1,0.359653217315261,0.240407164184458,1,0.640296168206798,0.532205866266944,"Both",3
"SLC16A9",-0.0180305629221962,-0.297911862863537,0.640469085273174,1,0.765770433581453,0.521867681327727,1,0.901920336210818,0.769830008670181,"Vertivore",2
"MVP",0.70253173143618,-1.5787334422703,0.399731409316943,1,0.114397210693534,0.689354355261365,1,0.353360514583172,0.864533317915683,"Herbivore",1
"PHF20L1",-2.37457297962972,0.833849816309193,-1.96878881306233,0.105415575966544,0.404365619230311,0.0489773474638919,0.752455982702588,0.678505416366885,0.25246455695567,"Both",3
"ZNF169",-0.719064035000739,1.35502930671483,-0.269928028787206,1,0.175408219954694,0.787215623418351,1,0.445990876430689,0.913890095728258,"Herbivore",1
"PAQR5",0.749558377475868,-0.699474988737645,0.498294401184488,1,0.484255238350003,0.618276553514414,1,0.737923583568224,0.826850457258872,"Both",3
"CHCHD2",2.55205506650438,-1.36003516780803,2.23177948783478,0.0642537550268652,0.173818795322196,0.0256295406714657,0.558393967736348,0.444669957919425,0.182684559840405,"Both",3
"QRICH1",0.576780956707163,1.18145328301853,0.913867562911719,1,0.237422701647699,0.360786439737994,1,0.520282436075716,0.645101809391175,"Unclear",0
"LAT",0.0465904690290986,-0.823121949474203,0.428469693894772,1,0.41043864795905,0.66830919337887,1,0.68346004158293,0.85425895799352,"Herbivore",1
"MAPK1IP1L",2.04937682269306,-0.692648846095297,2.10616313420594,0.242551690954005,0.488529948492882,0.0351901842614242,1,0.741370839352226,0.214592953379553,"Vertivore",2
"PSPH",3.25785223519653,-3.11166073469738,2.06979116741724,0.00673553063607753,0.00186038165760014,0.0384719048661225,0.152752935025999,0.0299049837001421,0.222535644959052,"Both",3
"SOCS4",0.952570559304109,-0.245166159757021,0.433851612417541,1,0.806327777503668,0.664396199324495,1,0.921379411036796,0.852343397185018,"DoubleBoth",4
"WDR6",1.67888722873059,-1.53165801961131,0.0655276000822684,0.559044144069394,0.125606846959466,0.947753931866493,1,0.372310847561881,0.980567042524188,"DoubleBoth",4
"REEP6",1.49792675366451,-0.818894520249169,1.43154235243508,0.804913691085647,0.41284659661244,0.152274837871663,1,0.685217129274118,0.434364334506818,"Both",3
"A1CF",-1.15022385022385,-0.623738317704279,-0.714731644482618,1,0.532799454219548,0.474774880172655,1,0.771862973858106,0.73480362072742,"Both",3
"DHRS7B",2.03236750922914,-0.503692944265147,1.91165309504298,0.252698788587724,0.614477167323267,0.0559207042866259,1,0.821963486466722,0.268903635003246,"Both",3
"GCH1",-0.74371147268669,1.56050582362049,-0.163292459335332,1,0.118640394841766,0.870288170796802,1,0.360863606678585,0.950813212968867,"Herbivore",1
"ASAH2",-0.508363098868792,-1.01006378702456,-0.070046932444111,1,0.31246473052343,0.944156304659828,1,0.596132393721077,0.979567030195222,"Herbivore",1
"SPECC1",-0.260208673215778,0.951133915242094,0.120963233425439,1,0.341536400082823,0.903720156775679,1,0.62461508619457,0.964036248883386,"Herbivore",1
"COBL",-2.56662533394113,1.495798321014,-1.85607280359473,0.0616161032172687,0.134706219033077,0.0634431816105333,0.546155882038514,0.387546928938668,0.286986542706422,"Both",3
"ATXN2L",0.448680290298503,-0.731868093216501,0.151922960526823,1,0.464249082524696,0.879247698613815,1,0.722863917256752,0.953510392715759,"Herbivore",1
"SLC26A6",1.68083260096043,-2.11424145005719,1.91827103949638,0.556772606208901,0.0344946502759192,0.055076652585405,1,0.179696582065954,0.266858422877143,"Unclear",0
"SUN3",-2.58680511495082,1.02868965978473,-2.16542306480846,0.0581222182434852,0.303625530446695,0.0303553013015108,0.525848244087315,0.588028828000681,0.201209315038295,"Both",3
"MFAP4",2.43013539197725,-1.85821465041682,2.04903489660148,0.0905591009145421,0.0631385383541251,0.0404587027086152,0.690810434451133,0.254015673439713,0.229215395990594,"Both",3
"RABL2B",1.48783021661938,-1.06402975779121,1.0629601633731,0.820774048442705,0.287315219156841,0.287800017343865,1,0.573604186145244,0.579281911242235,"Both",3
"SNTB1",0.916866820880157,-1.89599985804448,0.108569846978777,1,0.0579600632971017,0.913543677968579,1,0.243009484216948,0.96734181940812,"Herbivore",1
"SULT1A1",NA,-1.03962613695543,NA,NA,0.298513628960911,NA,NA,0.583931931738733,NA,"MissingData",5
"MEGF11",-0.267505815888651,0.625350340495212,0.093468431608274,1,0.531741147121537,0.925531427805958,1,0.771454148357064,0.971307621978338,"Herbivore",1
"ATP5F1D",0.328839726996486,1.41392787002599,1.28609238138066,1,0.157383081931405,0.198410822685685,1,0.421102904496964,0.486256217076844,"Unclear",0
"NREP",-1.30152199973832,1.19651076844038,-0.260568518374789,1,0.23149729886871,0.794425269865093,1,0.512099804971156,0.916934072752741,"Both",3
"SLC5A10",-1.27277600734137,1.26783872853886,-1.68037090538533,1,0.204855548569011,0.0928851731730164,1,0.481651231034973,0.343268327772263,"Unclear",0
"CDRT1",0.237336921781435,-0.847111668433912,-0.244017679914067,1,0.396932881881632,0.807217127151891,1,0.673141356185329,0.923232431357122,"Herbivore",1
"TRIM16L",-1.10608762942024,0.880966071065883,-1.07962381958955,1,0.378336184339929,0.280309729976015,1,0.658184324768388,0.573536875963711,"Both",3
"KLHDC7B",0.860280651426976,-3.3293548914442,-0.569344546862532,1,0.000870474099957386,0.569122341306999,1,0.0181823642863522,0.798441746526186,"Herbivore",1
"TYMP",NA,-1.279624430473,NA,NA,0.200677253532061,NA,NA,0.47638804957545,NA,"MissingData",5
"ERO1A",1.42971051842366,-0.814345643340888,0.793857708161277,0.916800720710006,0.415446968712747,0.427278272694812,1,0.687491568745781,0.697812246645801,"Both",3
"CCDC51",0.100472735775479,-0.483838198375973,0.120504339697311,1,0.628500703492652,0.904083642116837,1,0.829185080816571,0.96414710031558,"Herbivore",1
"PURB",NA,3.07477285499688,NA,NA,0.00210662926967449,NA,NA,0.0323355623410548,NA,"MissingData",5
"MIEF2",-1.08767258318595,0.231522236206485,-0.885306421690008,1,0.816909112657798,0.375991387427602,1,0.926044141893665,0.657472062528735,"Both",3
"TRPS1",-1.54175858053205,1.87419773338564,-1.15023278072196,0.73879362388869,0.0609031764374819,0.250048008120296,1,0.249408122629823,0.543179219710764,"Herbivore",1
"EHMT2",-0.634198088840007,0.624985138547074,-1.04335904733853,1,0.531980812040272,0.29678203304198,1,0.771464127672623,0.587534303812475,"Vertivore",2
"BTC",0.116338781460409,-0.631823111606396,-1.27942898814131,1,0.527502469776183,0.200746031241781,1,0.768351541626266,0.489581178812263,"Vertivore",2
"CAMK2B",-4.81756924957975,5.38553517210582,-2.59003083327486,8.71905983123556e-06,7.22294082319942e-08,0.00959673359314164,0.00271057113812611,4.87819365846831e-05,0.115589365383422,"Herbivore",1
"MTHFD2L",1.83800290899495,-1.70803765207185,1.33413251056579,0.396371859943252,0.0876293563065509,0.182160432862409,1,0.305524679796275,0.468155721959133,"Both",3
"APIP",-0.682080720748095,0.417639029759952,-0.302880975010158,1,0.676211056112235,0.761980570513085,1,0.856371982852036,0.902081836378381,"Both",3
"TNRC6A",-0.118948819182814,0.11948947535608,0.101336792825904,1,0.9048875777476,0.919283110059474,1,0.961617997257362,0.968534896921365,"Unclear",0
"ZNF287",0.891845435614347,0.181101651545302,0.641970125775958,1,0.856287788287795,0.520892580268654,1,0.943260587517709,0.768992428147566,"DoubleBoth",4
"POLM",NA,1.0345195239577,NA,NA,0.300893354276921,NA,NA,0.585988270992985,NA,"MissingData",5
"CDKL1",-0.0303184924078333,-1.82220310269949,-0.311658410393241,1,0.0684241739847082,0.755300138382555,1,0.2653319225163,0.897772332850265,"Herbivore",1
"PANX2",0.763305877277701,0.34896483792217,0.942701337329703,1,0.727115707413839,0.34583368914451,1,0.882957227319391,0.633224880693256,"Vertivore",2
"NCOA1",0.45664032538433,1.02057791640843,0.868575387768389,1,0.307454456635841,0.385079421322956,1,0.591306275226666,0.664181749418971,"Unclear",0
"VCPKMT",1.10214943370959,-1.24931327053903,0.768688723048007,1,0.21155051603174,0.442078121010885,1,0.489091757860287,0.709353865903368,"Herbivore",1
"ATP6V1C1",1.07109113732122,1.67257950165279,2.25817700706244,1,0.094410105012116,0.023934626151635,1,0.317356572405929,0.176119409490443,"Unclear",0
"BMP7",-0.899661664802303,0.665543721460303,-1.19084040274088,1,0.505702788773527,0.233716244467713,1,0.753187218894615,0.525461470145927,"Vertivore",2
"PODN",0.235411109377407,-0.348364945660879,0.388897683904714,1,0.727566124992642,0.69735183555215,1,0.882957227319391,0.869386836903132,"Unclear",0
"UBFD1",0.316700600830503,0.00384473224054488,0.276964861251515,1,0.996932355062487,0.781807087700189,1,0.998572548078991,0.911536310234092,"DoubleBoth",4
"HECW1",-1.08472278166186,1.20175350473218,-0.986367581781827,1,0.229459044451909,0.323952767216064,1,0.509665919450247,0.612258687940413,"Unclear",0
"CLIC1",1.91121433129278,1.3341732373971,2.95787375890151,0.335862257471701,0.182147088235529,0.00309768957712555,1,0.455691025344912,0.068598874254418,"Vertivore",2
"AURKA",0.101099417376042,-1.37402652969052,-0.907470062325193,1,0.169433446403868,0.364158274020873,1,0.438853744448753,0.647468695798854,"Herbivore",1
"GLI3",-2.20873715331758,1.66540877173092,-1.52890628285997,0.163157571701756,0.0958312305789115,0.126287678480888,0.976469296976769,0.319680678422222,0.399382138981435,"Both",3
"TEKT3",0.707009010074735,-0.654055520712634,0.00221852775213247,1,0.513076036362339,0.998229872410916,1,0.758730907161495,0.999127425396322,"DoubleBoth",4
"PMP22",NA,-0.904428159632862,NA,NA,0.365768412017751,NA,NA,0.645059317853957,NA,"MissingData",5
"ABHD16A",-0.169541028548486,1.25304293067983,0.13297023857898,1,0.210190083387663,0.894216917627741,1,0.488244634799461,0.959707568684773,"Herbivore",1
"YWHAZ",NA,3.50545600492753,NA,NA,0.000455825829505952,NA,NA,0.0119672070723438,NA,"MissingData",5
"BCAS1",1.42343392531776,-1.53062618354759,1.18888550095294,0.927662422423874,0.12586180671718,0.234484726379973,1,0.372782522126438,0.526202607251348,"Unclear",0
"FAM172A",2.61157435236018,-2.4405318985617,1.87718054994859,0.054075832540417,0.0146656506922623,0.0604933523587787,0.506990300863103,0.110411301472773,0.279736761290379,"Both",3
"CASC1",3.33815719326805,-2.19404888666025,2.45115300074541,0.0050601614195254,0.0282318952481208,0.0142399410624389,0.127169181498355,0.160744687805912,0.139598796083599,"Both",3
"SLC5A12",4.23352840647478,-6.70558306087026,2.15729639674198,0.000138031865072093,2.00603745064136e-11,0.0309825775893905,0.0137160084871638,1.08386203458153e-07,0.203549739847827,"Herbivore",1
"NFATC2",0.57777016005278,-0.929754490310582,0.612580017508655,1,0.352498214367337,0.54015407429023,1,0.634355896156341,0.780263928564139,"Herbivore",1
"ST8SIA1",2.9922373711127,0.108292705770205,3.53213147835402,0.0166164502380447,0.913763508541788,0.000412224344809236,0.257410117328643,0.964772299013308,0.0317665127755036,"Vertivore",2
"MOB1A",NA,1.6917890182684,NA,NA,0.0906862081992825,NA,NA,0.311155587063233,NA,"MissingData",5
"EDA2R",0.169108879751978,-1.16530757701786,-0.833590187950287,1,0.243894513157792,0.40451195669334,1,0.528302307065971,0.679313830764533,"Unclear",0
"FOXB1",NA,3.09500873887779,NA,NA,0.00196807098389124,NA,NA,0.0308491657845847,NA,"MissingData",5
"GTF2A2",NA,2.57573780752756,NA,NA,0.0100026463297383,NA,NA,0.0863327445999621,NA,"MissingData",5
"GCNT3",2.77153030480323,-1.78023739496911,2.34781421277101,0.0334760871487599,0.0750371179000339,0.0188839379309565,0.39533559575371,0.27928281149062,0.158281353223733,"Both",3
"ENAM",3.60288624344981,-4.49269736687023,1.74822611360052,0.00188821965907348,7.03266902816833e-06,0.0804248814850175,0.06973024384021,0.000746675568618799,0.321865510152707,"Herbivore",1
"ZNF445",1.51866221297163,-1.36573697717497,0.28811441097561,0.773085255944385,0.172021533776694,0.773259161774078,1,0.442446372736661,0.906989700973493,"Both",3
"ODAM",0.61435610913942,-2.34958013978097,-0.0587943067160855,1,0.0187945977741692,0.953115943200341,1,0.126695602132151,0.982585707876455,"Herbivore",1
"NDUFAF6",0.779518267915376,-0.619946310391787,0.159723019528432,1,0.535293135042039,0.87309926673816,1,0.773416457872966,0.951804419652837,"Both",3
"JMY",2.0982907791467,-3.15818915461585,0.632188010730733,0.215276799445886,0.00158752513217951,0.527264030642506,1,0.0272282391587855,0.772512326617386,"Herbivore",1
"UMOD",0.50423211118811,-1.57700302371607,-0.145185857615227,1,0.114794829331539,0.884564131610441,1,0.353937124119018,0.955706323406003,"Herbivore",1
"CCK",2.31991861150447,-0.511960919716246,2.40736245345913,0.122071683368343,0.608678360885206,0.0160682137187906,0.822366905409203,0.818014057838347,0.14726595874309,"Vertivore",2
"CSE1L",1.33436807391562,-0.287441698591096,1.67807690246686,1,0.773774136797189,0.0933320871614691,1,0.906811147664351,0.344008149175163,"Vertivore",2
"PDE1C",0.0181169151814182,-0.0285758027535744,-0.0833806638178176,1,0.977202910807153,0.933548863004688,1,0.991291779446001,0.973980937129433,"Vertivore",2
"GEM",-0.311831661661139,0.975321304444755,0.444563973363643,1,0.329400905888038,0.656634887659405,1,0.612440844636293,0.848702939566281,"Herbivore",1
"UEVLD",-0.361865381730424,0.258270461156592,-0.687962770643182,1,0.796198181673723,0.491476226129266,1,0.917697242889097,0.748312189461334,"Vertivore",2
"PDP1",0.15691449931408,1.4421131934659,2.12283071779411,1,0.149270443692712,0.033768039779346,1,0.409187319772565,0.209976316520067,"Unclear",0
"RORB",-0.999389819311769,1.06858479448298,0.102407562611451,1,0.285256803170838,0.918433181137892,1,0.571549002845919,0.968534896921365,"Herbivore",1
"TMC5",0.484332135332247,-2.23597895159446,-0.751758031868366,1,0.0253531499519278,0.45219658462563,1,0.150972878983028,0.717434581322008,"Herbivore",1
"CCHCR1",0.496228106037424,0.53180980740023,0.571468077643701,1,0.59485772946941,0.567682393300667,1,0.809643877485067,0.796865694090454,"Unclear",0
"VAMP1",0.213743633599987,2.87533326189273,2.27586782400675,1,0.00403601252291726,0.022853921810465,1,0.0498625967865593,0.173482731285081,"Unclear",0
"MYH11",2.75622908654036,-3.45216081918818,1.25221745519999,0.0350832169322896,0.000556116164515068,0.210490637262804,0.404906947874866,0.0135346650309681,0.500579376475943,"Herbivore",1
"SNX16",1.43913350236755,-1.5315166001756,0.180636850517975,0.900676208969459,0.125641766933959,0.856652629130629,1,0.372310847561881,0.943792034293685,"Herbivore",1
"CDKN1B",1.31939664355815,-0.164608269217725,1.5041295228767,1,0.869252322115778,0.13254801997284,1,0.949441434580502,0.409318643298865,"Vertivore",2
"NDE1",1.01034270547384,-2.04602221684468,0.493668307875313,1,0.0407541848812885,0.621540450765612,1,0.197841025663952,0.828793764312157,"Herbivore",1
"ETV6",-0.104232350399463,1.1103016163639,0.964246609684528,1,0.26686907682722,0.334922301385694,1,0.553653652891922,0.622451881398982,"Unclear",0
"MPV17L",2.83794229546572,-1.90485089957564,1.77246266249366,0.0272432342844264,0.0567994553023979,0.0763177879440538,0.348713398840658,0.240237948606731,0.315290992644144,"Both",3
"ELMO2",-0.255458859098869,1.60439236540578,0.7852536852192,1,0.108627592805551,0.432304844813541,1,0.343024479210048,0.701647579632896,"Herbivore",1
"PGM5",0.325350711176583,1.18943050692397,1.0974538881256,1,0.234270302023879,0.272443027666486,1,0.516356720900878,0.565265581445137,"Unclear",0
"NAGA",2.06306666369385,-1.82533304515728,2.08501818812892,0.23463776948537,0.0679507863851121,0.0370676495909297,1,0.264243143828831,0.219384709804625,"Unclear",0
"CYP19A1",3.08464118700307,-1.43359789667051,3.11156265485971,0.0122278713356682,0.151687044087987,0.00186099977726882,0.21425727222034,0.412117884281291,0.0555504755649569,"Vertivore",2
"HNF4G",1.0776017565028,0.857383627570405,2.13652645444903,1,0.391232904616799,0.0326365270564924,1,0.668651850583477,0.207729500489364,"Vertivore",2
"ARHGAP21",-1.54762313124441,-0.232545256101244,-1.96490592430919,0.730278353593498,0.816114541146662,0.0494251269277731,1,0.925865407949227,0.253574487488788,"Vertivore",2
"USP8",1.88964191549483,-0.699182699199643,0.785750889649865,0.352835203752509,0.484437861202154,0.432013443036376,1,0.737993730472342,0.701400735635969,"DoubleBoth",4
"CEACAM18",-0.0291095109548231,-0.424163089520039,-0.714803679875294,1,0.671446877314407,0.474730361006125,1,0.853874347590556,0.73480362072742,"Vertivore",2
"IPP",1.28870339793656,-0.858899993827316,1.30577808730244,1,0.390395692829622,0.191628033939837,1,0.667632573566784,0.478404929690462,"Vertivore",2
"CCDC125",-0.661445765933208,-1.25029169112219,-0.478972925661195,1,0.211193012525071,0.631957889628346,1,0.488753218163746,0.834428339559238,"Herbivore",1
"POLR3H",1.39718082032736,-0.231617656321087,1.61634308182182,0.974155216770815,0.816834992633584,0.106020157090625,1,0.926044141893665,0.36585068601709,"Vertivore",2
"ACO2",2.34721988535571,-0.913438695246517,1.91611752042695,0.113484534100873,0.361011862149044,0.0553501386778748,0.787354342241425,0.641006428615919,0.267437138384715,"Both",3
"OSBPL10",0.490803695650883,-1.02185989629118,-0.225482827478978,1,0.306847215744312,0.82160368310893,1,0.590900007275425,0.930005334929837,"Herbivore",1
"ATF7IP2",1.34176561271428,-1.76211457421758,0.502285481041028,1,0.0780499413638437,0.615466720735735,1,0.285578216606443,0.825010484291266,"Herbivore",1
"GRIN2A",-2.45097765068338,2.80360635982675,-1.18548778703687,0.0854812793211682,0.00505345613436179,0.235824640615131,0.671403662437298,0.0573098925458302,0.52728293241688,"Herbivore",1
"COL4A3",1.06759729542361,0.430183149665332,1.96434349215229,1,0.667062418389297,0.0494902711802486,1,0.85088242797792,0.253648135699517,"Vertivore",2
"TRIM40",-2.18664993555804,0.812378068928235,-1.67528098689561,0.172608533972567,0.416574726451913,0.0938791140743944,1,0.688514300097793,0.345336127369618,"Both",3
"SLC30A5",-0.586834994184763,-0.93010428714333,-1.43393540441131,1,0.352317091283612,0.151590697335007,1,0.634241196425596,0.433641267528019,"Vertivore",2
"GNE",-0.586206677520522,1.57227287175674,0.275804453667924,1,0.11588728167129,0.782698262813308,1,0.355727395539608,0.912228167541174,"Herbivore",1
"ZNF143",1.31025135027434,0.447586656759808,2.10148503468747,1,0.654451534748634,0.0355984103268722,1,0.842297932101294,0.215887553926632,"Vertivore",2
"ADHFE1",2.11144644699415,-2.14774396037247,1.39104534462485,0.20840373824891,0.0317341010446702,0.164211676897436,1,0.171688265631862,0.449697134923955,"Herbivore",1
"COL4A4",0.816109776106621,0.19190407877172,1.4135505772153,1,0.847817342429251,0.157493901229452,1,0.938615620752389,0.441011914933856,"Vertivore",2
"LRRC3B",NA,0.964816832751874,NA,NA,0.334636563314475,NA,NA,0.617149169958395,NA,"MissingData",5
"RPS8",NA,2.91908510517245,NA,NA,0.00351060366305645,NA,NA,0.0454642825358741,NA,"MissingData",5
"SOSTDC1",0.667303803756136,0.539893537630492,1.19744442225911,1,0.589270454824717,0.231133377906617,1,0.80650889151852,0.522219676873828,"Vertivore",2
"AP1S3",0.772557045000602,0.274704850842836,1.19490844625927,1,0.783543004060803,0.232122802527944,1,0.910944769086218,0.523515426218019,"Vertivore",2
"GATM",2.58045532217413,-1.11930065556715,2.12296864903221,0.059202073787235,0.263011896248282,0.0337564790679177,0.530990571545367,0.550440261625359,0.209976316520067,"Both",3
"ARL4A",NA,0.238581754016992,NA,NA,0.811429914790169,NA,NA,0.923133655143148,NA,"MissingData",5
"TMEM106B",1.22679553968252,0.674595484583002,1.61119136297307,1,0.499932802574125,0.107138019740072,1,0.749874552518939,0.368030491158232,"Vertivore",2
"STK33",0.354706035894527,0.192527750940121,0.443064443072388,1,0.847328832395132,0.657719122981561,1,0.938402300595838,0.848930920655743,"Vertivore",2
"CENPK",0.516784714710194,0.752890029664363,0.938643068205305,1,0.451515999972821,0.347914032657362,1,0.713733350707804,0.6342070521537,"Unclear",0
"UBE2E2",NA,1.04764017639467,NA,NA,0.294804419626075,NA,NA,0.580946114343602,NA,"MissingData",5
"ZDHHC4",-0.431196113720569,-0.842784044449741,-1.42242933769338,1,0.39934923310165,0.154901651373504,1,0.674912630326915,0.437763669186307,"Vertivore",2
"CYTH3",0.55290596784303,0.418331302505039,1.02051264771189,1,0.675704906222808,0.307485394006296,1,0.856242386300288,0.595948225209252,"Vertivore",2
"ATG9A",-0.554466047844749,2.04769697951255,0.0825255542657684,1,0.0405897000004489,0.934228798272828,1,0.197632456385484,0.974491922955085,"Herbivore",1
"GAPT",-0.210211890251573,0.597994555326542,0.167829278335655,1,0.549843566035236,0.866717588401737,1,0.782683267047084,0.948753620468172,"Herbivore",1
"TIMM17B",-0.0164602999839455,-0.798708504931919,-0.387784371009544,1,0.424459454070118,0.698175612390677,1,0.694464852227975,0.869386836903132,"Herbivore",1
"ZNF384",2.22955392940245,-0.899365176983575,2.05823618586238,0.154662427644255,0.368458181280317,0.0395674665695325,0.945374871363347,0.647969909989439,0.226202503810076,"Both",3
"OR12D3",NA,-1.34987225484976,NA,NA,0.177056962792702,NA,NA,0.448260703102638,NA,"MissingData",5
"DDX17",0.455063194707965,3.17632511889257,1.85390979715612,1,0.00149153688547451,0.063752066031153,1,0.0260900243874803,0.287568369526684,"Herbivore",1
"FITM2",-0.375803343918435,1.58687597164296,0.2436592342122,1,0.112540737972067,0.807494748252085,1,0.3499448759293,0.923270301105185,"Herbivore",1
"EAF1",1.3752786592638,-0.0558290526239092,1.74938376771569,1,0.955477990384306,0.0802247048155407,1,0.982761770806473,0.321704764595502,"Vertivore",2
"MAP4K1",0.514883726484251,-1.03301694331681,0.211550285199131,1,0.301595969642709,0.832457898043784,1,0.586229652468961,0.933058723966539,"Herbivore",1
"TIGD7",0.273081098453035,-1.63295351221972,-0.533964733717829,1,0.10247877424455,0.593365933684763,1,0.331420281669974,0.810691909757998,"Herbivore",1
"IRF9",2.88893122009017,-1.96456742257012,2.24776841209557,0.0231932168711255,0.0494643255968053,0.0245909610760026,0.31555152241215,0.221322948473147,0.178740075116431,"Both",3
"SLC38A9",-0.716611785435898,1.67747625942359,0.00600204104098948,1,0.0934493880542769,0.995211092873101,1,0.315895960578055,0.998245115942341,"Herbivore",1
"ZNF200",1.7818145609293,-0.906799944735532,2.1324955152646,0.448676861737669,0.364512599134121,0.0329661327786248,1,0.643995047132201,0.20862809346804,"Vertivore",2
"SLC29A4",-0.478272569809204,1.05883702458118,0.405233191085118,1,0.289674008639333,0.685306109722135,1,0.576128299109389,0.863147388362502,"Herbivore",1
"CHCHD4",2.61092261141888,-2.20096577981145,1.86477755374259,0.0541789951065683,0.0277384464890512,0.0622125908272384,0.507642395837225,0.159137765167898,0.284536586883188,"Both",3
"CLDN6",1.72960423912574,-1.4500010902982,1.97465962205554,0.502206048906892,0.147058215177747,0.0483067880427699,1,0.405868654829917,0.25064435815802,"Unclear",0
"CARD11",-2.18428083569311,0.506288617220676,-2.37615729213339,0.17364970868093,0.612654052636632,0.0174940036828199,1,0.82063544659013,0.153873692879761,"Vertivore",2
"MOCS2",0.0586844389295217,0.155394789527142,0.308549018058152,1,0.876510091626323,0.757664607312783,1,0.952158012296541,0.899455020738212,"Vertivore",2
