"","HI-Rho","HI-P","HI-p.adj","HI-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","HV-Rho","HV-P","HV-p.adj","HV-significant","IO-Rho","IO-P","IO-p.adj","IO-significant","IV-Rho","IV-P","IV-p.adj","IV-significant","OV-Rho","OV-P","OV-p.adj","OV-significant","HI-HO-Overlap","HI-HV-Overlap","HI-IO-Overlap","HI-IV-Overlap","HI-OV-Overlap","HO-HV-Overlap","HO-IO-Overlap","HO-IV-Overlap","HO-OV-Overlap","HV-IO-Overlap","HV-IV-Overlap","HV-OV-Overlap","IO-IV-Overlap","IO-OV-Overlap","IV-OV-Overlap","HI-HO-HV-Overlap","HI-HO-IO-Overlap","HI-HO-IV-Overlap","HI-HO-OV-Overlap","HI-HV-IO-Overlap","HI-HV-IV-Overlap","HI-HV-OV-Overlap","HI-IO-IV-Overlap","HI-IO-OV-Overlap","HI-IV-OV-Overlap","HO-HV-IO-Overlap","HO-HV-IV-Overlap","HO-HV-OV-Overlap","HO-IO-IV-Overlap","HO-IO-OV-Overlap","HO-IV-OV-Overlap","HV-IO-IV-Overlap","HV-IO-OV-Overlap","HV-IV-OV-Overlap","IO-IV-OV-Overlap","HI-HO-HV-IO-Overlap","HI-HO-HV-IV-Overlap","HI-HO-HV-OV-Overlap","HI-HO-IO-IV-Overlap","HI-HO-IO-OV-Overlap","HI-HO-IV-OV-Overlap","HI-HV-IO-IV-Overlap","HI-HV-IO-OV-Overlap","HI-HV-IV-OV-Overlap","HI-IO-IV-OV-Overlap","HO-HV-IO-IV-Overlap","HO-HV-IO-OV-Overlap","HO-HV-IV-OV-Overlap","HO-IO-IV-OV-Overlap","HV-IO-IV-OV-Overlap","HI-HO-HV-IO-IV-Overlap","HI-HO-HV-IO-OV-Overlap","HI-HO-HV-IV-OV-Overlap","HI-HO-IO-IV-OV-Overlap","HI-HV-IO-IV-OV-Overlap","HO-HV-IO-IV-OV-Overlap","HI-HO-HV-IO-IV-OV-Overlap","HI-HO-Delta","HI-HV-Delta","HI-IO-Delta","HI-IV-Delta","HI-OV-Delta","HO-HV-Delta","HO-IO-Delta","HO-IV-Delta","HO-OV-Delta","HV-IO-Delta","HV-IV-Delta","HV-OV-Delta","IO-IV-Delta","IO-OV-Delta","IV-OV-Delta"
"PDK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TBL3",1.021419,1,1,FALSE,0.4743368,1,1,FALSE,-1.8074,0.4241995,1,FALSE,-0.5680861,1,1,FALSE,-2.46684,0.08178672,1,FALSE,-2.11832,0.2048878,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3868454,2.000277,1.12395,2.466572,2.220131,1.613432,0.7371043,2.079726,1.833285,0.8763274,0.4662945,0.2198536,1.342622,1.096181,0.2464409
"TUBB8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SQOR",1.967967,0.2944312,1,FALSE,0.3234083,1,1,FALSE,0.8357597,1,1,FALSE,-1.575051,0.6914686,1,FALSE,-0.6902893,1,1,FALSE,0.5718316,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.162878,0.8005913,2.505292,1.879671,0.9872166,0.3622872,1.342413,0.7167924,0.1756619,1.7047,1.07908,0.1866253,0.6256207,1.518075,0.8924543
"WFDC1",-3.687255,0.001360119,0.04231995,TRUE,-0.5382622,1,1,FALSE,-0.8636991,1,1,FALSE,3.046249,0.01390296,0.2509226,FALSE,1.803024,0.4283064,1,FALSE,-0.4712518,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.226674,1.996555,4.761306,3.882213,2.274057,0.2301186,2.534632,1.65554,0.04738351,2.764751,1.885658,0.2775021,0.8790926,2.487249,1.608156
"ULK3",-0.3987727,1,1,FALSE,-1.054547,1,1,FALSE,-0.2177232,1,1,FALSE,-0.5393317,1,1,FALSE,0.09733499,1,1,FALSE,0.5454792,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4637024,0.1280213,0.09939024,0.3508011,0.6676869,0.5917237,0.3643121,0.8145035,1.131389,0.2274116,0.2227798,0.5396656,0.4501913,0.7670772,0.3168858
"FUS",-0.9867612,1,1,FALSE,-0.5700909,1,1,FALSE,0.7867822,1,1,FALSE,0.390177,1,1,FALSE,1.496011,0.8079048,1,FALSE,1.181694,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2946304,1.254085,0.9736423,1.755585,1.53333,0.9594542,0.679012,1.460955,1.238699,0.2804422,0.5015004,0.279245,0.7819427,0.5596872,0.2222554
"NUB1",0.06941068,1,1,FALSE,3.354565,0.004769398,0.4902937,FALSE,1.963949,0.2972162,1,FALSE,2.915582,0.02130157,0.323563,FALSE,1.786021,0.4445752,1,FALSE,-0.4813471,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.322955,1.339641,2.012547,1.213827,0.3894446,0.9833139,0.3104079,1.109128,2.712399,0.672906,0.125814,1.729085,0.79872,2.401991,1.603271
"COX5A",-0.7548829,1,1,FALSE,0.1378381,1,1,FALSE,0.8648336,1,1,FALSE,0.8421701,1,1,FALSE,1.324826,1,1,FALSE,0.7549869,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.631249,1.145312,1.129287,1.470577,1.067639,0.5140634,0.498038,0.8393275,0.4363901,0.01602546,0.3252641,0.0776733,0.3412895,0.06164784,0.4029374
"ADGRG1",0.6520732,1,1,FALSE,1.052909,1,1,FALSE,1.580503,0.6839505,1,FALSE,0.3062011,1,1,FALSE,0.9603451,1,1,FALSE,0.7493251,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2834335,0.6564989,0.2445685,0.2179812,0.06876748,0.3730654,0.528002,0.06545232,0.214666,0.9010674,0.4385177,0.5877314,0.4625496,0.313336,0.1492137
"PHLPP2",0.7358028,1,1,FALSE,-2.557181,0.06331466,1,FALSE,-0.6108896,1,1,FALSE,-2.965918,0.01810684,0.2943835,FALSE,-1.127225,1,1,FALSE,1.28909,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.328491,0.9522553,2.617512,1.31736,0.3912329,1.376236,0.2890212,1.011131,2.719724,1.665257,0.3651045,1.343488,1.300152,3.008745,1.708593
"ZNF865",-1.243381,1,1,FALSE,1.028787,1,1,FALSE,-1.164665,1,1,FALSE,2.074383,0.2282623,1,FALSE,-0.1781451,1,1,FALSE,-1.840852,0.3938595,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.606665,0.05566002,2.346013,0.7532353,0.4224761,1.551005,0.7393486,0.8534296,2.029141,2.290353,0.6975752,0.4781361,1.592778,2.768489,1.175711
"HAS3",-2.3111,0.1249639,0.7175001,FALSE,-0.8880413,1,1,FALSE,-2.814816,0.02928314,0.4174247,FALSE,1.423338,0.92783,1,FALSE,-0.8591401,1,1,FALSE,-2.080259,0.2250108,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.006255,0.3561806,2.640646,1.026691,0.1632294,1.362435,1.634392,0.02043624,0.8430251,2.996827,1.382871,0.5194101,1.613955,2.477417,0.8634614
"CNOT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SERTM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C15orf41",-0.5569511,1,1,FALSE,-0.381223,1,1,FALSE,0.1128686,1,1,FALSE,0.1725463,1,1,FALSE,0.4453661,1,1,FALSE,0.3379476,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1242585,0.4736341,0.5158325,0.7087453,0.6327889,0.3493755,0.391574,0.5844867,0.5085304,0.04219849,0.2351112,0.1591549,0.1929127,0.1169564,0.07595635
"CLN3",-0.5589028,1,1,FALSE,1.401538,0.9663202,1,FALSE,-0.2917569,1,1,FALSE,1.784833,0.4457302,1,FALSE,0.1285169,1,1,FALSE,-1.259458,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.386241,0.1889007,1.657272,0.4860792,0.4953673,1.19734,0.2710309,0.9001615,1.881608,1.468371,0.2971784,0.684268,1.171192,2.152639,0.9814465
"SCRT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTKMT",1.257004,1,1,FALSE,0.8939938,1,1,FALSE,-0.7675183,1,1,FALSE,-0.4284378,1,1,FALSE,-1.617014,0.6352516,1,FALSE,-1.358156,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2566869,1.431553,1.191787,2.032237,1.849197,1.174866,0.9351003,1.775551,1.59251,0.2397661,0.6006842,0.4176438,0.8404503,0.6574099,0.1830404
"TMC7",-0.8561103,1,1,FALSE,-0.2545789,1,1,FALSE,0.5551948,1,1,FALSE,0.5903307,1,1,FALSE,1.167888,1,1,FALSE,0.7247239,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4253469,0.9979434,1.022788,1.431183,1.117819,0.5725965,0.5974414,1.005836,0.6924717,0.02484483,0.4332398,0.1198752,0.408395,0.09503034,0.3133646
"MRC1",-1.935933,0.3172557,1,FALSE,-0.1892052,1,1,FALSE,3.373333,0.00445585,0.1368999,FALSE,1.709015,0.5246886,1,FALSE,4.638016,2.110619e-05,0.01617512,TRUE,3.441445,0.003471701,0.2899089,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.235123,3.754218,2.577367,4.648484,3.80238,2.519095,1.342245,3.413361,2.567257,1.17685,0.894266,0.04816243,2.071116,1.225012,0.8461036
"BOP1",1.101133,1,1,FALSE,-1.184073,1,1,FALSE,-0.7345089,1,1,FALSE,-2.119425,0.2043274,1,FALSE,-1.511095,0.7845849,1,FALSE,0.1414492,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.615884,1.297995,2.277278,1.847124,0.6785987,0.3178895,0.661394,0.2312401,0.9372855,0.9792835,0.5491296,0.619396,0.430154,1.598679,1.168526
"INSYN1",-0.498747,1,1,FALSE,0.2092311,1,1,FALSE,-1.163375,1,1,FALSE,0.6756695,1,1,FALSE,-0.7582206,1,1,FALSE,-1.288178,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5006161,0.469963,0.8304379,0.1834756,0.558212,0.9705791,0.3298218,0.6840917,1.058828,1.300401,0.2864875,0.08824901,1.013913,1.38865,0.3747365
"C15orf65",0.8193974,1,1,FALSE,-2.166061,0.1818393,1,FALSE,-0.8971521,1,1,FALSE,-2.691871,0.04263143,0.4748862,FALSE,-1.410882,0.9496766,1,FALSE,0.551845,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.111038,1.213784,2.482842,1.577046,0.1891881,0.8972538,0.3718042,0.533992,1.921849,1.269058,0.3632618,1.024596,0.9057962,2.293654,1.387858
"PARP6",-0.8418442,1,1,FALSE,-0.6956513,1,1,FALSE,-1.346862,1,1,FALSE,0.0914504,1,1,FALSE,-0.8741583,1,1,FALSE,-0.9091489,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.103374,0.3571017,0.6599389,0.02284951,0.04759161,0.4604757,0.5565649,0.1262235,0.1509656,1.017041,0.3342522,0.3095101,0.6827884,0.7075305,0.0247421
"NUP93",-2.431032,0.09033536,0.5917521,FALSE,-0.6271214,1,1,FALSE,-1.385428,0.9955301,1,FALSE,1.766661,0.46371,1,FALSE,0.3797305,1,1,FALSE,-0.9324114,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.275557,0.7393537,2.968217,1.987509,1.059685,0.5362036,1.69266,0.7119518,0.2158727,2.228863,1.248155,0.3203309,0.980708,1.908532,0.9278245
"CDYL2",2.357389,0.1104237,0.6669746,FALSE,2.410559,0.09556846,1,FALSE,1.003257,1,1,FALSE,-0.05731393,1,1,FALSE,-0.6083852,1,1,FALSE,-0.5793074,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03759717,0.9575157,1.707453,2.097119,2.076558,0.9951129,1.74505,2.134716,2.114155,0.7499371,1.139603,1.119042,0.3896662,0.3691051,0.02056111
"OBSCN",-0.7501388,1,1,FALSE,0.4459621,1,1,FALSE,-2.159915,0.1846757,1,FALSE,1.072395,1,1,FALSE,-1.233039,1,1,FALSE,-2.391771,0.1006038,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.845771,0.996862,1.288726,0.3414618,1.160809,1.842633,0.4429546,1.187233,2.00658,2.285588,0.6554002,0.1639474,1.630187,2.449535,0.8193476
"ZFP90",2.764063,0.03425192,0.3346026,FALSE,-0.6531307,1,1,FALSE,1.28054,1,1,FALSE,-3.281099,0.006204202,0.1530771,FALSE,-0.8896189,1,1,FALSE,1.734432,0.497049,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.416321,1.049009,4.274575,2.583543,0.7280591,1.367312,1.858254,0.1672224,1.688262,3.225566,1.534534,0.32095,1.691032,3.546516,1.855484
