"","Herbivore...Insectivore.Rho","Herbivore...Insectivore.P","Herbivore...Insectivore.p.adj","Herbivore...Omnivore.Rho","Herbivore...Omnivore.P","Herbivore...Omnivore.p.adj","Insectivore...Omnivore.Rho","Insectivore...Omnivore.P","Insectivore...Omnivore.p.adj","Herbivore...Vertivore.Rho","Herbivore...Vertivore.P","Herbivore...Vertivore.p.adj","Insectivore...Vertivore.Rho","Insectivore...Vertivore.P","Insectivore...Vertivore.p.adj","Omnivore...Vertivore.Rho","Omnivore...Vertivore.P","Omnivore...Vertivore.p.adj","Carnivore...Herbivore.Rho","Carnivore...Herbivore.P","Carnivore...Herbivore.p.adj","Carnivore...Omnivore.Rho","Carnivore...Omnivore.P","Carnivore...Omnivore.p.adj"
"RNF111",1.33305299000866,1,1,-0.206000003342625,1,1,-1.48474670610391,0.825665605287902,1,1.03174863936053,1,1,-0.0108138019616992,1,1,1.16091533334497,1,1,-1.54119635286332,0.369807014647859,0.925099090441722,-1.82136920555146,0.205652258867063,0.768120844290423
"MEIS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEIS3",3.84511170527818,0.000722985202369654,0.0246087242145969,1.02994435241201,1,1,-2.78565256104567,0.0320520572671373,0.397492877684818,3.84945451361074,0.000710286982711466,0.0321584828463033,0.509307829775062,1,1,2.94811443813082,0.0191831211358339,0.56700951396406,-4.3493688809964,4.09589660193264e-05,0.0019659339776364,-3.4352651675389,0.00177592282579436,0.046512557614219
"TLN2",0.505259378911731,1,1,0.0557883184260714,1,1,-0.436194967526497,1,1,1.23586167757484,1,1,0.784950764906239,1,1,1.16570088076546,1,1,-0.743628450858853,1,1,-0.898478083843479,1,1
"CDIPT",0.763162220804876,1,1,-1.21989729850659,1,1,-1.86576339011313,0.372446858694517,1,0.544868083218451,1,1,-0.119004173007058,1,1,1.51490449319215,0.778779554059724,1,-0.606809185163229,1,1,-2.58603751312895,0.0291259090571426,0.251429869431636
"TSNAXIP1",0.432094447174701,1,1,-1.27433371413765,1,1,-1.54694642659652,0.731256987827942,1,0.82559393980603,1,1,0.429391250561252,1,1,1.7635082023597,0.466888890657156,1,-1.91620365759907,0.166017534004357,0.562582710408047,-2.93651240555271,0.00995776631634524,0.130610908395652
"ZNF423",-2.50163044706227,0.074173734466911,0.494873789365146,-1.34897442329646,1,1,1.16081670587316,1,1,-1.38029965007276,1,1,0.523042627714428,1,1,-0.369817767548877,1,1,2.1222257514698,0.101456355152602,0.413544489181481,0.979828066802024,0.981512985886197,1
"TLE7",-0.723216177948762,1,1,0.743273748971234,1,1,1.36186860590951,1,1,-1.39268670205593,0.982287309547507,1,-0.70471166868615,1,1,-1.94067585113076,0.313785643763756,1,0.500857659109916,1,1,2.01359683203238,0.132155637953491,0.602867430739272
"TMEM170A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AL845331",0.824912241137984,1,1,0.126092979365899,1,1,-0.691579404546515,1,1,3.51064067115871,0.00268216929630585,0.0725329066630832,2.64360926469614,0.0492163715890137,0.627876168853287,3.35565782701951,0.00475058786108381,0.320325352918794,-3.02829533546509,0.00737812811385176,0.0720960385966501,-2.47503318469809,0.0399671389495656,0.303356807536833
"ARPP19",1.14948638572569,1,1,2.06413888050957,0.234027302846297,1,0.82870520514937,1,1,1.9341267729567,0.318585257381614,1,0.909220435814389,1,1,0.198611584897641,1,1,-1.97628946020066,0.1443660079411,0.513836730409168,0.235713777282054,1,1
"FRRS1L",-0.699882834718924,1,1,-0.580230339935101,1,1,0.13283414235202,1,1,1.50662029192121,0.791448078413294,1,1.96946478897451,0.293398452870847,1,1.90013865132779,0.344489559533084,1,0.210336098562811,1,1,-0.977461836790074,0.985021687055253,1
"ZNF598",-0.873710272687944,1,1,1.12574749016535,1,1,1.83817951056054,0.396215747798552,1,-0.296450978491934,1,1,0.433843405787172,1,1,-1.17559926147863,1,1,0.651824455331925,1,1,2.31270453347105,0.0622166688145618,0.39290359344992
"ADAL",0.77259811708414,1,1,0.723813296496559,1,1,-0.113064331466838,1,1,0.504567439016457,1,1,-0.152299025128477,1,1,-0.0628212944098178,1,1,-0.613404885872183,1,1,-0.13755421571887,1,1
"TPBGL",0.00974764541458242,1,1,2.21706200494806,0.159713128352206,1,1.97260178593572,0.291245696293531,1,-0.969721713846399,1,1,-0.906546132469927,1,1,-2.65236099980142,0.047958618771463,0.826902942835819,-0.0451024541586993,1,1,2.26597732205885,0.0703583153448264,0.421907467928581
"SCAMP5",-1.6030067150096,0.653599029433166,1,0.79309879182353,1,1,2.22500147622819,0.156486834276139,0.960974285405253,2.09748928886059,0.215701706208418,1,3.13019261804301,0.0104815029523743,0.307387500685494,1.46649729871938,0.855077139449483,1,-0.438378694758203,1,1,0.532578877026047,1,1
"FBXL19",-0.0556375153991739,1,1,-1.19341786964564,1,1,-0.978761098157934,1,1,2.24507663362784,0.148579280178957,0.86279948013186,2.12578511913164,0.201126933810658,1,3.02208697783888,0.0150623042754968,0.517848911213507,-1.4704956844784,0.424282660875993,1,-2.56479249882065,0.0309712570671588,0.261327547068065
"NETO2",-1.10431955218888,1,1,-0.500727953369394,1,1,0.590341656794195,1,1,1.74758524032813,0.483215237688565,1,2.4541342958628,0.0847345372134005,0.827833408842951,2.04903229929613,0.242753739999978,1,0.443286929023197,1,1,-0.174752748367501,1,1
"XKR7",1.33531991503635,1,1,2.17668050385536,0.17702648359556,1,0.612138001117418,1,1,2.59939761528069,0.0560325192856777,0.479227163811368,1.32482024323311,1,1,0.869711796999128,1,1,-2.94933751467552,0.0095536794153336,0.0865040163717924,0.135787657579946,1,1
"CENPT",4.30167919415035,0.000101705165717872,0.00696689618885494,-0.0377104713181498,1,1,-4.20199823650251,0.000158741517281569,0.0174322709305553,3.27967320064918,0.00623564372229766,0.12994672391705,-0.41226143378708,1,1,3.23182127956682,0.00738023770061388,0.386096963067831,-5.12817557703104,8.77690587557558e-07,0.000115336175297129,-5.05850007769063,1.26770123316023e-06,0.000912261954072259
"SLC22A31",0.734139047585452,1,1,-0.544591295159947,1,1,-1.22309664476133,1,1,-1.80148319927267,0.429760518146215,1,-2.38342324391262,0.102914766072722,0.908488969469547,-1.26058811659247,1,1,0.712668544274801,1,1,0.0897265287591181,1,1
"HAPLN3",0.296452999016371,1,1,-0.328350024646799,1,1,-0.562353716825811,1,1,-1.52245555806718,0.767369837678871,1,-1.60961912465996,0.644886183062274,1,-1.19664899945756,1,1,0.775964977068875,1,1,0.48763243163809,1,1
"CNN2",0.499839315511434,1,1,-0.299501368959644,1,1,-0.764133667978908,1,1,2.64872260170321,0.0484779720290818,0.438975593241758,2.11490645448248,0.206627525830119,1,2.8412534250059,0.0269619522069527,0.658953602158273,-1.9758950585616,0.144499991945759,0.514170915536688,-2.34914478480212,0.0564497653432324,0.37170756159779
"DYNLRB2",0.513835679156735,1,1,0.0497871854256031,1,1,-0.458307132758123,1,1,-0.437960213668575,1,1,-0.915633294732385,1,1,-0.480074865441668,1,1,-0.0356483378483574,1,1,-0.711128028768882,1,1
"INO80E",0.544275605378904,1,1,-0.335396515014646,1,1,-0.829442487379116,1,1,1.9178368226385,0.330790230523528,1,1.41143863233304,0.948691911319063,1,2.11635738304562,0.205886542423027,1,-2.01826348304545,0.1306914830727,0.482887455304314,-1.5079127378276,0.394730586354349,1
"DDX19B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EARS2",0.567829260382261,1,1,2.13202198334302,0.198030236369334,1,1.32613818022658,1,1,0.659598418975108,1,1,0.168233714273903,1,1,-0.947223731992149,1,1,-0.449708604344382,1,1,1.01822998320729,0.925706020861203,1
"RBM15B",1.48740458885674,0.82144791393519,1,0.993685381563408,1,1,-0.576415715436206,1,1,0.671333929625709,1,1,-0.456620238178409,1,1,-0.0271278217408955,1,1,-0.973547003193532,0.990844533912473,1,-0.25068111544212,1,1
"SCAPER",-0.920162123319334,1,1,-1.83607518105098,0.398079230218607,1,-0.77972626098619,1,1,-0.92075576819459,1,1,-0.155903133133137,1,1,0.4863613326727,1,1,1.42115937384998,0.465811296963755,1,-0.56687376329703,1,1
"SULT1A3",3.53064818617989,0.00248725639472623,0.0578890721761783,1.55711325006397,0.716661598311129,1,-1.98771081211271,0.281062094684808,1,4.6284810276783,2.21014561770792e-05,0.00357633173617989,1.70724554495586,0.526658537322555,1,3.37141649936117,0.00448696228545354,0.309456978810458,-4.48221319507198,2.21618663177358e-05,0.00128291688103682,-2.96714269486737,0.00901744265663272,0.122128289210626
"SNAPC5",1.17522919051999,1,1,-0.737084127250204,1,1,-1.75232810225124,0.478304438929474,1,1.2625189530984,1,1,0.272375540785187,1,1,1.75405564911386,0.476525832946792,1,-2.03382007244816,0.125909219880495,0.471556251811199,-2.44722188237709,0.0431886548749742,0.317136517235476
"TCF24",0.854402384086719,1,1,1.53465671883998,0.749209035140977,1,0.555947978158878,1,1,2.07827391274105,0.226104826657391,1,1.360909520653,1,1,0.989283658214629,1,1,-2.13555912715063,0.0981460978127918,0.405463048153884,-1.00349325330906,0.946868791540633,1
"PDXDC1",0.786230407495443,1,1,0.182728005504561,1,1,-0.588783854473536,1,1,0.0102000294647627,1,1,-0.590247183216459,1,1,-0.125447952857526,1,1,-0.873453214503018,1,1,-0.477027111875228,1,1
"C13orf42",0.000757697286086468,1,1,-0.200108702638578,1,1,-0.177610477508707,1,1,-1.36345153988986,1,1,-1.26609224155241,1,1,-1.18926338618612,1,1,0.553507369636522,1,1,-0.19465079089896,1,1
"PECAM1",1.94163796077487,0.313085663894854,1,2.46231643512234,0.0828256893459824,1,0.327769008434431,1,1,2.36661525768028,0.10770950214939,0.71793659332056,0.628337482030155,1,1,0.37098425940907,1,1,-2.97297073934633,0.00884797698944654,0.0817031124903395,-0.553099191584798,1,1
"STRA6",1.90268906930448,0.342486774457878,1,0.572105630618043,1,1,-1.34678348593207,1,1,-1.62326158507627,0.627200986588713,1,-3.01958076905881,0.0151874874476215,0.358985618793231,-2.03372717328763,0.251874664966478,1,-0.736494809363848,1,1,-0.16302293973212,1,1
"PLCG2",-0.340025471121335,1,1,1.57390981352898,0.69304980502624,1,1.74609404726475,0.48476766614247,1,1.07658719657222,1,1,1.2761806690287,1,1,-0.172281245958319,1,1,-0.767336058586202,1,1,1.01779863737674,0.926320979202478,1
"MKRN2OS",1.6006273638558,0.656756866744326,1,3.26252639955802,0.0066254332426453,0.398713821235686,1.34595736600428,1,1,1.9584765920553,0.301044690726247,1,0.549334993685262,1,1,-0.579629007025506,1,1,-2.77567934155923,0.0165259525891246,0.126965020603381,0.907131448934277,1,1
"KCTD5",-2.3866140739836,0.10202598630366,0.600470364128507,0.292659122544916,1,1,2.62461953381875,0.0520475028234412,0.536159934613639,0.15428281036319,1,1,1.82042373613283,0.412167002742818,1,-0.0463445816844631,1,1,1.06167284533716,0.865152693007524,1,1.39933510596847,0.485137550841344,1
"EIF3C",-2.5541904235556,0.0638610179241388,0.452102639574041,-1.1255045242007,1,1,1.39596842582326,0.976344020536767,1,1.282675790487,1,1,3.1866756506996,0.00863508416538637,0.279614526358938,2.10018137930173,0.214277332416991,1,0.964855460038758,1,1,-0.0974964299070895,1,1
"DET1",-1.72349754016011,0.508791537742109,1,-1.42538565111372,0.924274521062489,1,0.349222201870374,1,1,-0.643658177225075,1,1,0.819165063220783,1,1,0.536510121099262,1,1,1.41971811931248,0.46706928273628,1,-0.656400568454029,1,1
"MINAR2",0.250799139551325,1,1,0.537244160186182,1,1,0.216835333952102,1,1,1.42722118725851,0.921096895765649,1,1.10767261418262,1,1,0.999868754843172,1,1,-0.96712742168275,1,1,-0.61940528978813,1,1
"ZNF106",2.21364510352623,0.161119212240118,0.796765876324574,-0.274996477048691,1,1,-2.35381344674361,0.111491604653921,0.798142506302124,2.07325820818542,0.228889534926855,1,0.186623747085028,1,1,2.21074322102581,0.162321742204958,1,-2.35219108870692,0.0559895534081914,0.284217041015985,-3.33322295885772,0.00257538355650332,0.0584031516952245
"DOC2A",-0.466523099279021,1,1,1.10801342857877,1,1,1.44663609014946,0.887993235972039,1,0.682385201283649,1,1,0.984003506825109,1,1,-0.130547597451302,1,1,0.346044511050529,1,1,1.68690055749237,0.274867424637511,0.900972169314285
"KLHL36",0.73411728625082,1,1,-0.164368658315276,1,1,-0.849621444885029,1,1,1.31252435944528,1,1,0.643214094037533,1,1,1.39719627282372,0.974127343428313,1,-1.26448514727761,0.61816784526391,1,-1.85595795945214,0.190378651769017,0.73642297435691
"SULT1A4",3.54762004495861,0.00233237135246779,0.0552201712837397,1.50315935269487,0.796787738859335,1,-2.05739732209991,0.237888135206174,1,4.56652698802937,2.97522733163997e-05,0.00397679943514072,1.63558321737156,0.611561070873844,1,3.35413110642598,0.0047768778438245,0.32066650201389,-4.47921379959599,2.24755398323655e-05,0.00129144622793425,-3.0156962866503,0.00769169791336267,0.110923026597106
"BLOC1S6",0.676434812251733,1,1,1.77212528415752,0.458242576149938,1,1.00828565145882,1,1,0.984220817706431,1,1,0.355021089118671,1,1,-0.556389464814996,1,1,-0.990917748510265,0.965177235132984,1,0.710557757205612,1,1
"AARS1",1.48592516184443,0.82379350367885,1,0.469416752562682,1,1,-1.01314850087684,1,1,1.1319262762009,1,1,-0.117035481758928,1,1,0.742838863313705,1,1,-1.26680110372492,0.615679252080158,1,-1.06844412895605,0.855960660517962,1
"TMEM249",-0.531080642064475,1,1,-1.20076061479464,1,1,-0.539389633501097,1,1,2.07869030761838,0.225874946473456,1,2.32162887234072,0.121517567150524,0.988585822069887,2.85693020538006,0.0256655931998173,0.644932364789283,-1.03997569501866,0.895053578260229,1,-1.58571198849962,0.33841397514893,1
"ANKRD66",0.600960623885181,1,1,-0.9413002937559,1,1,-1.41413505276774,0.943933517322927,1,-1.53855764906172,0.74347394651588,1,-1.90365313363082,0.34173224364336,1,-0.759476702435883,1,1,0.355238739662698,1,1,-0.931899532330534,1,1
"TMEM178B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARMH2",0.594565064059798,1,1,-2.04996077573412,0.242209551765133,1,-2.41523636101325,0.0943500101744582,0.725356761734399,-0.600918901660994,1,1,-1.01877954863994,1,1,0.943953428932787,1,1,-0.868199837874719,1,1,-2.80060661032233,0.0153019968693226,0.17043178728622
"SLC25A24",-3.62685009921379,0.00172139841399249,0.044753395943815,-1.71818093567845,0.514581706452406,1,1.89621889935345,0.347586630549399,1,-1.76663842539482,0.463732808805764,1,1.13158978132397,1,1,-0.410575917498305,1,1,3.13154880463335,0.00521660646053531,0.0574587148918438,1.24362236629616,0.640915741447394,1
"HSPB9",-0.638492017026664,1,1,-0.00518148571024565,1,1,0.622253335895958,1,1,-0.0532989856510555,1,1,0.468067198444791,1,1,-0.0485204260001964,1,1,-0.00782260258365111,1,1,0.417472734505826,1,1
"MAN2C1",-0.226642844718482,1,1,-1.85782635097839,0.379162066802196,1,-1.40665236872055,0.957182976995168,1,0.247114609925592,1,1,0.405051808443039,1,1,1.63762391760139,0.609001023437473,1,-0.535362053189715,1,1,-2.74886160716808,0.0179407890003626,0.186744498299897
"ESRP2",0.795132815399967,1,1,-0.190829688917691,1,1,-0.939477200138738,1,1,-0.86207509741279,1,1,-1.40269839040837,0.964240785048074,1,-0.706184530293921,1,1,-1.32417478448451,0.55633500957729,1,-0.964507220273038,1,1
"CMC2",0.615418578634531,1,1,-0.670666822718168,1,1,-1.18211178403379,1,1,2.38493693656921,0.102492295993915,0.694813123290882,1.82025768094014,0.412318636510573,1,2.77164795071169,0.0334639921225477,0.713841963546028,-2.15167578189769,0.0942686965871199,0.395060605331269,-2.81656543360117,0.0145620462543589,0.165484569434963
"SPNS1",1.4380869615824,0.902456289670019,1,0.734713768896779,1,1,-0.730346407103919,1,1,0.913649342203082,1,1,-0.262460669250241,1,1,0.339142982208607,1,1,-1.77372986219263,0.228323533363883,0.683658655873787,-1.65421635967503,0.294250680038197,0.937532421829482
"OGFOD1",-0.464199174692998,1,1,0.809250081688984,1,1,1.17747657509087,1,1,1.12950814481944,1,1,1.41755328713366,0.937927358583375,1,0.497155548278337,1,1,-0.539275291718465,1,1,0.450200630774242,1,1
"SNX29",0.819641187416526,1,1,1.1347759260408,1,1,0.246083205785675,1,1,0.28687001833742,1,1,-0.346829586208716,1,1,-0.556749251052316,1,1,-0.208060589277296,1,1,0.978709974002348,0.983169907453373,1
"HEXA",-0.26116181598619,1,1,2.55264548361466,0.0641449506581686,1,2.49473764190511,0.0756301741265426,0.654291970321549,-0.161865863050004,1,1,0.0613775689613899,1,1,-2.13394384056239,0.19708426915551,1,0.0101766029595416,1,1,2.87183859123223,0.0122427403874619,0.150172315531919
"SPSB3",0.115145540377529,1,1,0.198175308141801,1,1,0.0708509459319696,1,1,-0.320351099669324,1,1,-0.391641203124145,1,1,-0.459733816590913,1,1,-0.616333892126711,1,1,-0.330547275303629,1,1
"NPW",-0.362313000999882,1,1,-0.535625476745494,1,1,-0.092792718955703,1,1,-1.01250651188532,1,1,-0.566924283449431,1,1,-0.541365256116116,1,1,0.365151993883887,1,1,-0.239700007120142,1,1
"WWOX",0.189888999750631,1,1,1.6822584442941,0.555112412893192,1,1.34445354631614,1,1,1.15779218192124,1,1,0.931389910092307,1,1,-0.201628219934402,1,1,0.0900762583396738,1,1,1.7894789625576,0.220613137678029,0.791572595797383
"SNUPN",-2.49711688899403,0.0751246062728464,0.499013710532693,0.902280180515284,1,1,3.23018869484036,0.00742251254910261,0.166690354468457,-0.520772992532788,1,1,1.43417248756991,0.909138277152324,1,-1.18297137013441,1,1,1.65160563134553,0.295844913901342,0.801651127645165,1.97070662298835,0.146272327676742,0.636915858164021
"SCX",-0.288982125796481,1,1,0.576434645922356,1,1,0.766343845325707,1,1,0.582439395930002,1,1,0.739313483492759,1,1,0.172678376892631,1,1,-0.959412269723615,1,1,0.0864125672532156,1,1
"MDFIC2",1.83877240446987,0.395692012340261,1,1.58813565943569,0.673533997891018,1,-0.293885767765643,1,1,1.65941604603614,0.582191910603403,1,0.193218591864001,1,1,0.434708473782125,1,1,-1.53256411092227,0.376149869740317,0.935083086162876,-0.207255859053644,1,1
"CDIP1",-1.2136052390641,1,1,-0.715303025454069,1,1,0.523505282105947,1,1,1.45647668077741,0.871565348512099,1,2.3622429225673,0.108988410073223,0.937449285732322,1.99716244882056,0.27484523297801,1,-0.13898907795862,1,1,-0.86866853049437,1,1
"INTS14",1.33412048512293,1,1,-0.309951406529033,1,1,-1.55851330121785,0.714669704387263,1,1.06114804430784,1,1,0.00762478652292698,1,1,1.25685318382423,1,1,-1.98176992966358,0.1425149893358,0.509266143022607,-2.42357596065463,0.0461056164416935,0.32803581716896
"TAF1C",2.86993539168322,0.0246333406259705,0.2521830162715,1.42764593119953,0.920362776621617,1,-1.49356921851841,0.811729499224956,1,-0.117178903694357,1,1,-2.33869619572894,0.116106973148855,0.967456945692362,-1.18773436313246,1,1,-2.66721124832199,0.022945074162282,0.15964362833352,-0.563676586643776,1,1
"ABAT",1.9333214449184,0.319179669821271,1,2.04252486114183,0.246596975504546,1,-0.0338381528084299,1,1,2.49714010032097,0.0751196888570553,0.57947281945708,0.938223158340693,1,1,1.00016054379599,1,1,-3.13643799544326,0.00513040781218288,0.0567159640509932,-0.776492650229844,1,1
"MACF1",3.306467260438,0.00566882344308955,0.100129326837987,-0.982548494570251,1,1,-4.13405619519502,0.000213849759397984,0.0200633578615314,0.266571370197879,1,1,-2.34395338634692,0.114483335376627,0.961578510720005,1.011136312987,1,1,-2.40809905574664,0.0481074883113089,0.257710160709146,-3.7718592084982,0.000486107043022396,0.0212928974903028
"CTU2",0.959825966649125,1,1,-0.0692145944597163,1,1,-0.987692673990413,1,1,-1.67772027832809,0.560410312871478,1,-2.29285074166435,0.131139597305576,1,-1.57972256687069,0.685022491511476,1,0.153577764575053,1,1,0.147513689904835,1,1
"KCTD13",-1.48063773502838,0.83221880541748,1,-1.08718051792816,1,1,0.473114851436838,1,1,0.261497617679468,1,1,1.38650036237703,0.99356501820683,1,1.0654919729509,1,1,1.06097591460216,0.866102541270586,1,-0.0792730795356314,1,1
"ZNF747",2.98531341286468,0.0169972743716508,0.199180627916047,0.570686264858273,1,1,-2.34670117880242,0.113642628862898,0.803262474952775,1.08383183154751,1,1,-1.49723527756294,0.805992294428781,1,0.576227605032178,1,1,-2.70987431505943,0.0201926125463309,0.145865564436019,-2.0651222999223,0.11673428981598,0.558609432456963
"METRN",0.641700163711273,1,1,1.24470230084444,1,1,0.507580431506674,1,1,-0.410262145806933,1,1,-0.84520414312494,1,1,-1.26460731493168,1,1,0.101198716643226,1,1,0.857348153859415,1,1
"ASIP",0.180923381943163,1,1,-0.767032392996727,1,1,-0.841355139462637,1,1,-1.06707770492675,1,1,-1.11786507587293,1,1,-0.457571178181321,1,1,0.300416145955114,1,1,-0.146401664781707,1,1
"SYT16",1.53478080497819,0.749026075924757,1,0.0587974925953601,1,1,-1.42675888786292,0.921896430971198,1,-0.469853753983133,1,1,-1.63849277110347,0.607913644833023,1,-0.50090194882636,1,1,-1.14068140068586,0.76200758770907,1,-0.945876913614705,1,1
"TMEM231",2.67708123088672,0.0445599761821427,0.366800239908047,1.56808049216973,0.701174091442228,1,-1.14553027193672,1,1,0.369650229947533,1,1,-1.8103631971765,0.421436895548417,1,-0.875282388640273,1,1,-2.4283627265089,0.0455014968079305,0.248506909924628,-1.3591280336646,0.52231806274879,1
"EME2",2.06972825474286,0.230866795629034,0.998250088809862,1.54113199219814,0.739707990057837,1,-0.752301211620948,1,1,-2.19079790783096,0.170798520593119,0.931205691922186,-3.56931037290491,0.0021475331012425,0.161551207251056,-3.26937580815036,0.00646710247730137,0.365839385082996,-0.854394642730301,1,1,1.32648131993222,0.554040955771948,1
"PDK3",-0.168215777563122,1,1,0.202993986586164,1,1,0.346065730788041,1,1,1.75936961121774,0.471088500103715,1,1.8130876424679,0.418909828985761,1,1.52057106456572,0.770205076058614,1,-1.19474185302596,0.696563714544846,1,-1.08944249463706,0.827876401954269,1
"TBL3",0.620351779245297,1,1,0.21551977732822,1,1,-0.407625652243406,1,1,-1.58000092411766,0.684639929063083,1,-1.94846607654901,0.308155320665061,1,-1.70182964961287,0.532723840000435,1,-0.165466904522543,1,1,0.264833534112544,1,1
"TUBB8",1.76922055122281,0.46114245520117,1,2.28516667946116,0.133818337073859,1,0.056888234747504,1,1,5.40985437842876,3.78456104554207e-07,0.000439707769475903,2.8322565853119,0.0277324455799341,0.47994841248257,3.22717690223353,0.00750108853286885,0.386677273721676,-4.74754349919636,6.17706348750841e-06,0.000521495996777805,-2.5473681368164,0.0325616593332484,0.269879223609522
"SQOR",1.47015987760598,0.849110750642601,1,-0.0264276230018264,1,1,-1.41732502491495,0.938327531317195,1,1.24603473822387,1,1,0.0211713631862361,1,1,1.22002632534549,1,1,-1.7359998302505,0.247691593732406,0.716861712587838,-1.24184745855596,0.642878546148678,1
"WFDC1",-3.05699028852858,0.0134142911568745,0.173478482812148,-0.728024810154664,1,1,2.24486757695268,0.148659809683664,0.935987209961982,0.04083442600594,1,1,2.32228901940766,0.121304270448846,0.98823069086266,0.573418022305428,1,1,2.13899055807467,0.0973092991943947,0.403439816028997,1.07701813183566,0.844416496115489,1
"ULK3",0.268830502537995,1,1,-0.603348435521617,1,1,-0.796395725693935,1,1,0.167118677425774,1,1,-0.0541643826575729,1,1,0.617343931691472,1,1,-0.819145026039424,1,1,-1.34894985970952,0.532059215063865,1
"FUS",-1.21290675549095,1,1,-0.0822267176750824,1,1,1.07418401648445,1,1,0.906044827793091,1,1,1.8125951131443,0.419365752566007,1,0.936759767903457,1,1,1.05908621811836,0.868681547775588,1,0.879555114600791,1,1
"NUB1",0.255938588519884,1,1,3.18460974994104,0.00869696012003079,0.449888981551593,2.57912341067755,0.0594308358307278,0.571785207148499,2.24982276651959,0.14676118926897,0.855201004135235,1.90141307337297,0.343487570926519,1,-0.140586909402688,1,1,-1.13301736203609,0.771620886950567,1,2.45662785460043,0.0420743659548405,0.312835640273555
"COX5A",-0.969809573601691,1,1,-0.0960492090762385,1,1,0.845448179696601,1,1,1.75383269817189,0.476755070724365,1,2.38671466992937,0.101998075979478,0.905012936299373,1.78020910205837,0.450250478113278,1,-0.347041444843971,1,1,-0.127675714030568,1,1
"ADGRG1",1.14654138022419,1,1,1.9433146173899,0.31186893858821,1,0.618928143161772,1,1,1.87910828215299,0.36137825699573,1,0.833966348112316,1,1,0.34603151804648,1,1,-2.71364036078688,0.0199645108394709,0.144980147912583,-0.709557648483285,1,1
"PHLPP2",0.928490049241667,1,1,-2.50993904659727,0.0724512016614799,1,-3.12681379793815,0.0106027085165469,0.202470179699673,-0.103035394389589,1,1,-0.823494198322657,1,1,1.81105968502591,0.420789679249592,1,-0.0282407817415173,1,1,-2.63376220402699,0.0253333818967473,0.230826845066836
"ZNF865",-1.50976048404537,0.786627309209527,1,1.03053124492492,1,1,2.32376707415557,0.120827887994837,0.836053709648195,-0.742105460881154,1,1,0.419625022897641,1,1,-1.43950780989494,0.9000401928726,1,1.76281705218602,0.233794051354791,0.693233440226363,2.59157625978597,0.0286612094476811,0.249512334859958
"HAS3",-1.16336003013694,1,1,-0.951908770809834,1,1,0.259511636198205,1,1,-1.0122097449746,1,1,-0.00638163567851906,1,1,-0.234038387762702,1,1,1.0404386262682,0.894408492014495,1,-0.0801887120548355,1,1
"CNOT1",-1.36053852985155,1,1,-1.36872238054148,1,1,0.061637330477992,1,1,2.15287396183268,0.187971512215758,0.983629241666974,3.02167073645401,0.0150830296258495,0.35792385877034,3.05899023084351,0.0133250635120785,0.483216748263575,-0.280910567160375,1,1,-1.56587709050181,0.352132182355745,1
"SERTM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C15orf41",-0.429506288843542,1,1,0.0711934609373082,1,1,0.480912155075684,1,1,2.1256794557428,0.201179752109711,1,2.35902077291989,0.109939380288347,0.939742161785623,2.03079655164472,0.253653821978242,1,-0.794327136269005,1,1,-0.37912940793365,1,1
"CLN3",-0.0908783075205574,1,1,1.67286193302612,0.566126875330566,1,1.58694197097793,0.675154727655513,1,0.527827217600748,1,1,0.56373736686068,1,1,-0.686625412229527,1,1,-0.943507085564765,1,1,0.446651376037964,1,1
"SCRT1",-1.0057829394238,1,1,1.62647908129254,0.623086679189361,1,2.41397827626402,0.0946764187796685,0.726301323345299,-0.975345520951336,1,1,-0.207395325337125,1,1,-2.05877478311322,0.237094910526236,1,1.36721189005078,0.514676698647008,1,3.18266207042265,0.00437783460908374,0.0795166305438383
"ANTKMT",1.74355961413884,0.487415464065874,1,1.02465005152239,1,1,-0.769834726848487,1,1,0.340816107524546,1,1,-1.01801097665352,1,1,-0.422329045154709,1,1,-1.81205664585874,0.20993233293499,0.64956949535495,-1.09871881506662,0.815672199383222,1
"TMC7",-0.486814849801649,1,1,0.350679054231191,1,1,0.782601585079665,1,1,0.583294611933176,1,1,0.920806497538609,1,1,0.306066258464672,1,1,0.41305044365054,1,1,0.912356975560831,1,1
"MRC1",-2.43866074069945,0.0884508050147938,0.550874519672097,-0.334548363517324,1,1,2.07547456379473,0.227655443428519,1,2.77471870829031,0.0331496828535822,0.354096753762734,4.4969285406686,4.13652875994849e-05,0.0209207647844926,2.97405752879305,0.0176333982065176,0.544542698824169,-0.32810974305474,1,1,-0.603373418884924,1,1
