,X_Omnivore...Carnivore.Rho,X_Omnivore...Carnivore.P,X_Omnivore...Carnivore.p.adj,X_Omnivore...Herbivore.Rho,X_Omnivore...Herbivore.P,X_Omnivore...Herbivore.p.adj,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj
GCG,3.25535424377922,0.0033975303225618,0.0624113223198937,1.21366559767265,0.674626339398814,1,-2.53802329525884,0.0334441690812185,0.288071465951037
PRR12,0.112237927073012,1,1,-2.19622766977131,0.0842269554887297,0.717552432908773,-2.03884194421345,0.124397413853377,0.627291285170376
COLEC11,-3.29529755435798,0.00294952545458021,0.0573688012186177,-1.51021916612056,0.392962529130986,1,2.25427095216153,0.072537382696496,0.459082294706495
SWI5,0.711946772002614,1,1,1.47854571330813,0.417785312616752,1,0.460307085087018,1,1
PSMA1,0.665597281464985,1,1,-0.577930623822961,1,1,-1.14492856686388,0.756716247669291,1
L3MBTL1,1.80524356123085,0.213109731191084,0.79612724573621,0.816336011502037,1,1,-1.22891668802815,0.657309131710882,1
PTRH1,-3.62123694805802,0.000879593476566534,0.0256388218991087,0.12993484504176,1,1,4.12955242489056,0.000109041035754351,0.00696718242326893
PSMG4,-2.1700663087278,0.0900054691307009,0.490339142856629,-0.940616314312137,1,1,1.50110622201186,0.399984269326325,1
RCOR3,1.61828996476897,0.316800367056804,0.989741524692313,1.06366770093681,0.862437783643677,1,-0.982463368454273,0.977614863023229,1
BRAP,1.54116635956233,0.369828907824213,1,-0.126344695861188,1,1,-1.73027335659132,0.250744342353912,0.91850776278953
DUSP22,-1.2810391073188,0.600539790591331,1,-1.31987125783371,0.560634015936366,1,0.35385230517742,1,1
SEMA3C,0.952556509719149,1,1,-0.729477193296421,1,1,-1.61691560150122,0.317689500657395,1
HLA-DPA1,0.863915212586429,1,1,-1.24498082140372,0.639416400184328,1,-1.91877304973627,0.165039185934342,0.729214273301476
PABPN1L,0.186548132095351,1,1,1.23153507983185,0.654368414402941,1,0.751455788688057,1,1
FOXA2,0.925003195549359,1,1,0.752270468014312,1,1,-0.399774756022389,1,1
PCYT1A,0.177895994277041,1,1,-0.719511605409445,1,1,-0.730776084637135,1,1
PDCD5,0.988859820964047,0.968195193182852,1,0.689068163344118,1,1,-0.493503653803469,1,1
HTATIP2,-0.859675369791384,1,1,-0.110894668017474,1,1,0.8220573473278,1,1
PGGT1B,-1.67952656119687,0.279148400306625,0.92650854648188,-1.18190487788561,0.711730338857259,1,0.899836763835345,1,1
SFTPA1,-2.29707701480457,0.0648431301893872,0.404539235783,2.13897369854445,0.0973133956198462,0.7655342480218,4.34577149783639,4.16360968818097e-05,0.00362681742838216
ZFHX2,-0.115416553796506,1,1,1.61078712232455,0.321678386529258,1,1.49311479600303,0.406221420398086,1
SMYD1,-1.47878060109502,0.417596886406999,1,0.770880735176557,1,1,2.22173485344574,0.0789036889807456,0.482414176930581
RASGRF1,-0.632068719656176,1,1,1.46628978400728,0.427708072308114,1,1.92024027005332,0.164482671439379,0.728526036812688
BECN2,3.09941069938226,0.00581718066670879,0.0886076810522835,0.568211617803362,1,1,-2.76200040062454,0.017234522383731,0.193451371803506
STK3,2.03902669868956,0.124342089005051,0.59190976450947,2.06257101669044,0.11746021143432,0.842604128505156,-0.573275416503665,1,1
ATXN7L1,-1.04141127120959,0.893054140990847,1,-1.02782487877906,0.912096633548435,1,0.257817645166669,1,1
FBXO15,-0.981664335061958,0.978795723852874,1,-0.665819864107392,1,1,0.47917011772145,1,1
GPX1,0.79196713366763,1,1,-1.59956306148223,0.32908664536946,1,-2.0718715471208,0.114832266219499,0.599038082385873
PLCH2,-2.92050928836514,0.0104837933960481,0.130861649154677,0.475039669641224,1,1,3.52723014877089,0.00125979471831384,0.0361260071258776
STRAP,0.373752348028637,1,1,0.00654034674542864,1,1,-0.38452177547465,1,1
PRXL2B,-0.346874966587059,1,1,2.07623255813023,0.113617342239094,0.828130494826108,2.11102249874497,0.10431113420442,0.565362516496506
KMT2B,3.68863420949162,0.000676383264535061,0.0212379101782889,1.75448589304171,0.238041855114547,1,-2.39613475766743,0.0497069923813437,0.364693994973457
ASB10,-1.54512289314893,0.366949621518113,1,1.53298127366037,0.375841406929525,1,2.93563584930709,0.00998594473565067,0.135793664441116
PTK2B,-1.58390236350915,0.339647818392101,1,-0.815951794283709,1,1,0.974491104588745,0.989438261299713,1
TSPYL4,-0.899461503915482,1,1,-3.38058459672316,0.00216995415209455,0.116824275862765,-1.81160192551262,0.210143181649091,0.831641384728522
DNAH1,-0.328374091586168,1,1,0.0983974787673142,1,1,0.442298238947697,1,1
ATF7,2.11656719932736,0.102889789116441,0.532764577585357,0.0719949562214962,1,1,-2.16254999884829,0.0917274226791771,0.527009823492208
EIF4B,1.82465630445041,0.204158733099424,0.779034336711463,2.12058054982367,0.101871349086879,0.783530925823931,-0.24746399605749,1,1
ARHGEF38,-1.3405531306974,0.540196749550328,1,-0.855367794668031,1,1,0.707078981182482,1,1
PIK3R3,3.12312975928935,0.00536816517375919,0.0833093986065578,1.68087641745198,0.278360764396465,1,-2.16170170647085,0.0919235280862617,0.527762226099791
GMPR2,-2.38118447546134,0.0517712023128377,0.35542246604771,-2.4970898643184,0.0375651659607379,0.478948477099731,0.31001323873682,1,1
LMOD3,-2.03296482838136,0.126168229574423,0.596792673570709,0.789158724940022,1,1,2.90284615792799,0.0110936472096682,0.145038192452925
NR2C2AP,-0.327938814178276,1,1,0.121179623246115,1,1,0.468781539901155,1,1
KANSL2,1.36236358334193,0.519249511454678,1,-1.1766615795785,0.717991825658091,1,-2.298718120927,0.064562852584367,0.427132436738226
RRAD,-0.833862254355166,1,1,-0.502662212764725,1,1,0.499633754333223,1,1
AFAP1,-1.71515964792752,0.258947882457267,0.88905988378314,-2.03442093914746,0.125727517336035,0.871062171197281,0.06001587493875,1,1
PBX1,0.692764960146219,1,1,1.48785425101215,0.410368004631061,1,0.427753438306484,1,1
PPIP5K1,4.039281370677,0.000160845651095779,0.00794518670443233,1.37719436220835,0.505356493283398,1,-3.12741095296797,0.00529059698700238,0.0911594609125649
MAP4,-1.6771765534388,0.280523887524425,0.929077683088865,-2.5827960323016,0.0294009730975271,0.430585778216429,-0.475921698602023,1,1
ARRB1,0.554014261931893,1,1,0.738681745346321,1,1,-0.0300740803121617,1,1
LMLN,-1.20495291673336,0.684664435877422,1,-1.2487291217966,0.635292496919287,1,0.225779145494915,1,1
CORO1C,2.09782281669859,0.107762400503083,0.546981958944531,1.27790311989507,0.603850763657817,1,-1.20491744204524,0.684705523461041,1
TSLP,3.80596643897247,0.000423754611466544,0.0153251611941539,0.827523148411712,1,1,-3.37313864039818,0.00222949568860387,0.0515296564147787
EFHC2,-3.44271373923888,0.00172772570384937,0.0404563491383119,-3.16080064404255,0.0047200842610194,0.178295956759486,1.1132783553997,0.796766698265733,1
MROH7,-3.57528785663276,0.0010495282769579,0.0287063856157971,-0.354773563540338,1,1,3.53626882955347,0.00121746449729471,0.0352238567592301
CLCN4,-1.73997287727998,0.245591341819441,0.865956674680868,-0.029005986981881,1,1,1.86223510458129,0.187709874833786,0.778278778236725
NSG1,-1.49762090824485,0.402695314114412,1,-1.10907443375606,0.802194218947107,1,0.70415396873808,1,1
DPEP1,1.14040400218743,0.76235407883404,1,2.27939928431864,0.0679300224989171,0.648910838502067,0.782788870378599,1,1
C1orf159,-1.18300737786004,0.710418670326752,1,-0.395085785651262,1,1,0.929693113610181,1,1
PITPNM3,-4.00974195036723,0.000182355420898886,0.00868977214530515,-1.15655092695341,0.742367644250276,1,3.37948529812127,0.00217865074178139,0.0506434710449672
CUL2,0.857078486143756,1,1,-1.05668136403979,0.871971098950717,1,-1.74845306891036,0.241156816164203,0.89902539307842
MYADM,0.939652045206533,1,1,-0.693978774381574,1,1,-1.58385887714184,0.339677511932295,1
PERP,-2.2458922781913,0.0741327258354784,0.436765704390092,-1.48260296247367,0.414539788776169,1,1.03805954859606,0.897726997417975,1
ERLIN1,0.586615511049047,1,1,-1.72214879814961,0.255127701770277,1,-1.81666724139347,0.207804241864805,0.826196710665782
ANKRD34C,-4.97499575868639,1.95747205578982e-06,0.00048451760131448,-1.5790834083779,0.342950780390508,1,3.9656220763081,0.000219614320934038,0.0109482807008409
IL17RE,4.20837305067534,7.71647909885529e-05,0.00502097969315877,0.226447517547499,1,1,-4.35841527393019,3.93022862847635e-05,0.00351809747174441
PABPC4L,1.38107904477548,0.501763973833751,1,-0.239364798713252,1,1,-1.64618905879735,0.299174523482484,1
MYD88,0.783291529087741,1,1,-0.545670464949293,1,1,-1.25406468921108,0.629455480752561,1
GRIK2,0.261146986056003,1,1,0.259712315296207,1,1,-0.0700214363850328,1,1
DLGAP2,-2.49438056076812,0.0378531549644839,0.293207969566331,-1.09677116724766,0.818224311591852,1,1.68590260719102,0.275443679101504,0.964082628818874
TMEM235,-1.35587625845453,0.525415627797764,1,2.70488472111428,0.0204984290884125,0.364090684711581,3.22191198845192,0.00382014731716535,0.0727600034120886
RGS4,-1.68711595618411,0.274743172458598,0.918459003238025,-1.56960427267216,0.349521611658595,1,0.417773548849939,1,1
BIRC6,1.05208510874019,0.878281510754015,1,0.498605078569145,1,1,-0.695590642306284,1,1
MKLN1,1.52344181605409,0.382944620987244,1,1.08858093832392,0.829016179175908,1,-0.831749665815817,1,1
GABARAPL1,1.24300661110561,0.64159619186134,1,-0.85873277660305,1,1,-2.06304719458368,0.117324433356345,0.604608927875161
INPP5K,2.41559833633857,0.0471281398342762,0.335930541836754,-0.531703278896248,1,1,-3.1204556327053,0.00541714491746174,0.0926806567610508
ZNF697,0.32296954531041,1,1,-0.588848137967048,1,1,-0.852228829219826,1,1
AL162231,-0.681540007479054,1,1,-1.07831096467125,0.84268501649443,1,0.058977745371785,1,1
TMEM41A,0.0567393663149648,1,1,1.08101808000705,0.839067213758817,1,0.833564479027375,1,1
PROSER3,1.1726496080755,0.722809041214905,1,0.000204945682720584,1,1,-1.28490994850584,0.596471262181047,1
DDN,1.01122899964772,0.935720517167611,1,-2.20198216356236,0.0829997052480801,0.712399482809925,-2.91064762957311,0.0108204158952869,0.142762523074461
NME6,-0.393656299688232,1,1,-1.8881292701727,0.177025794748329,1,-1.08236583189125,0.83727001332698,1
CMSS1,1.5333710693058,0.375553358399233,1,0.636019856344407,1,1,-1.12238561836982,0.78509554987591,1
TBCEL,-1.76138412499039,0.234520230321411,0.844398798077632,0.508429635945418,1,1,2.29476948592111,0.065239014720797,0.429850555716288
TRIB3,-0.876847233662208,1,1,1.67773258578712,0.280197945177493,1,2.42626320248824,0.0457656062741228,0.347956054834977
ICA1,0.163906737337722,1,1,-1.04566181686864,0.887151593069984,1,-1.04012912076315,0.894839747870108,1
NUP62,0.418474422103187,1,1,-0.307397588664994,1,1,-0.706430584860057,1,1
TMEM132D,-1.71456646197702,0.259274226196792,0.889274181446969,-1.65539611808474,0.293532518769757,1,0.388326802400599,1,1
CLEC2L,0.264548428471853,1,1,1.10675885647271,0.80519460319619,1,0.6754041473384,1,1
COL20A1,-3.79475160604127,0.000443374025372614,0.0157647469943135,0.407998280182955,1,1,4.41513705631719,3.02838039444175e-05,0.00295577223799671
ITGB7,-3.46885491758892,0.00156804489527689,0.0379752816042993,-0.553036504727856,1,1,3.24534097883759,0.00351930191348416,0.070048807865197
ACKR2,1.18701766946221,0.705661952854348,1,0.783654820040151,1,1,-0.556267141006276,1,1
NT5DC2,1.02363367576777,0.918024998834985,1,1.63181925901906,0.308152700840418,1,0.26270494064165,1,1
MCMDC2,1.64190162815449,0.30183117720119,0.963789659640063,2.01080328766567,0.133038716223688,0.889235875044842,-0.0361950020073722,1,1
CIAO2B,0.515006565520014,1,1,1.0951798587984,0.820313543304001,1,0.293102046313081,1,1
KIF21B,-3.24243146489122,0.0035554334727807,0.063652080802202,-4.22257976825896,7.24565636143944e-05,0.0186374383074803,-0.139681408904993,1,1
SLC25A12,0.613059720658288,1,1,-0.918338731769849,1,1,-1.36987982877093,0.512173251928932,1
TENM1,-1.24611652454339,0.638164857193515,1,-0.478312007809764,1,1,0.931555581632922,1,1
RPL23A,1.60947336343625,0.322538624480779,0.998916213890686,0.0965804479025235,1,1,-1.74020396615642,0.245469628375005,0.908216693568599
ENDOU,-4.67143952918446,8.97288467822017e-06,0.0010689608643862,-1.66794954409953,0.285977229989518,1,3.56025029975397,0.00111150441792261,0.0332876055068062
RIPOR1,-0.13570392057813,1,1,0.0235071227880012,1,1,0.280379817014702,1,1
BTBD18,-2.14332869902932,0.0962601417855572,0.511754534073477,-4.29326716859211,5.28188799838682e-05,0.0155623627297924,-1.55152871961655,0.36232509086442,1
KCNK4,1.02344787098047,0.918288405652216,1,0.936192524012037,1,1,-0.347983762784623,1,1
CASP12,-2.10274372482328,0.106464532966994,0.542433447525545,-1.68122344748922,0.278158562265323,1,0.525094970230078,1,1
SEMA4D,-3.25032364168323,0.00345821221868755,0.0628409453899609,-0.299368070764314,1,1,3.23107183974541,0.00369980816544003,0.0717895711334842
FNDC10,1.8414988532371,0.19664546545252,0.762227903201869,0.463286339785488,1,1,-1.5272837474179,0.38007140733291,1
KIAA1549,-2.2552510369653,0.0723527281744999,0.432727538532022,0.509741196547717,1,1,2.83308446632845,0.0138303607473679,0.168067983748866
NKX1-1,1.70146536150066,0.266566910554526,0.902783671572831,-1.63165329825995,0.308257630547113,1,-2.98674835393168,0.00845885137025923,0.121269353605733
ITK,-0.426114426836727,1,1,-1.04022520044128,0.894705858414533,1,-0.39803445513599,1,1
PARVG,-3.13445113270151,0.00516527786039936,0.0808578085934207,-0.356286602108754,1,1,3.09762176703391,0.00585240703589013,0.0967704958724285
PRDM15,-3.57819295087143,0.001037934015961,0.0285996716438777,-3.00548058548141,0.00795484569440945,0.225364116220114,1.28486720856076,0.596516074611715,1
IRGQ,1.68019724555454,0.278756835285615,0.925874999035986,-0.575069395715773,1,1,-2.2268153371559,0.0778788537930862,0.478700874535169
TXNL4B,-1.33960787779386,0.541118583953389,1,-0.368004748578161,1,1,1.12232314074064,0.785175211647674,1
ITGB1,1.27621961518876,0.605633689769297,1,0.0608234494036985,1,1,-1.28780533253549,0.593441206699754,1
NTF3,-2.18691707286632,0.0862457350403486,0.47920212589977,-1.05174286709919,0.878752613614575,1,1.46544934969207,0.428395085144303,1
PNPLA3,-3.58105193819061,0.00102664083268601,0.0285009419811954,-2.97645276545485,0.00874811995428345,0.234319477453162,1.37547704015871,0.506950797151091,1
IRAG1,-0.12000368112539,1,1,-0.232346074549101,1,1,-0.0767631916205989,1,1
KIF26A,-4.29633049852419,5.20945896380703e-05,0.00373467496157528,-2.24802570904988,0.0737236518476747,0.674585984297893,2.63003256778229,0.0256130066206917,0.245261189874969
CAMK2G,1.4323843176104,0.456101592488266,1,2.17221315550339,0.0895187665546958,0.735109856338725,-0.0737573527173855,1,1
ACTBL2,-1.69094510709927,0.272541861473924,0.915054285115515,-0.491222250120958,1,1,1.46824905234015,0.426109753308578,1
TOP2A,1.60429319009494,0.325948324415137,1,1.36231092113656,0.519299347452683,1,-0.511006084854337,1,1
SLC25A44,-0.822928547382248,1,1,1.29830518917595,0.582547451878709,1,1.97727448196752,0.144031837450971,0.677388630008894
RXFP1,2.05347227666342,0.120080387438767,0.581050731932943,-2.48224022380973,0.0391677676094161,0.488617147121314,-4.26737014029391,5.9337251034922e-05,0.00475931753102874
MIDEAS,0.92190965857436,1,1,1.06862481796552,0.85571628272748,1,-0.0666040526020987,1,1
IL10,0.714082236999488,1,1,-0.473284469134426,1,1,-1.16112019179394,0.736779073174153,1
DCAF1,1.24147307165204,0.643293119779862,1,-1.35901794194762,0.52242270998644,1,-2.31566344605891,0.061729955211273,0.416035247226724
HSD11B1L,1.32549868945381,0.555017411447,1,-1.39414700881921,0.489819648390527,1,-2.88384066180291,0.0117857242757708,0.150945134349238
PFN2,-1.43603235292533,0.452979406166951,1,-0.491880419249894,1,1,1.14388902462168,0.758008989830484,1
NAT8L,1.27009704633219,0.612150190893652,1,-0.0270167260023848,1,1,-1.38955158228167,0.493995261115071,1
TAF1,-1.01600308399532,0.928883753868044,1,0.290526001230589,1,1,1.29968014337389,0.581131856172021,1
ATF5,-0.979800556268404,0.981553732464393,1,-1.48252355336568,0.414603123712986,1,-0.119830109195881,1,1
KY,-2.67215464918182,0.0226097718807527,0.217402684873564,-0.276934609114456,1,1,2.6647948290991,0.0231105919030703,0.232379113508207
ZFYVE27,-2.67857496304632,0.0221808540461425,0.213658856870155,-1.97686681841214,0.144170059161403,0.921244404065666,1.25885849149128,0.624244346608339,1
RNPC3,0.727272394115981,1,1,-0.358102669156837,1,1,-1.07529280283843,0.846730972356185,1
CHD7,-2.90360077169093,0.011066946933331,0.134715758237287,0.664224522246532,1,1,3.67659019436247,0.000709116917418764,0.0248106119870569
ANO6,-1.94120152488505,0.156701514731435,0.67112740768524,-4.45089446098953,2.56540087860062e-05,0.00966798168319142,-1.85570763833778,0.190485724443512,0.786706527513073
CACNA2D2,-1.07653477983811,0.84506446477567,1,-1.0621339738824,0.864524606218747,1,0.27614862140207,1,1
CMTM3,1.17859630644792,0.715676889299196,1,-0.554618708265903,1,1,-1.75457976020898,0.237993647890532,0.892173318630818
EIF2B1,-1.97515536174458,0.144751559477594,0.64358992075299,-0.277355301999503,1,1,1.87441222135663,0.182620890925572,0.76732979117638
TMEM177,1.08842921424076,0.829217010006456,1,2.61359341606677,0.0268786760595741,0.40896144047169,1.0508127421683,0.880033807108958,1
SYBU,-3.29373981540056,0.00296591897093434,0.0574119703310373,-0.803279201907009,1,1,2.86210959705385,0.0126249407487666,0.157834723069362
DGKI,-2.80959852270589,0.0148810002937442,0.165641765501333,-1.27764523928173,0.604123625133029,1,1.9076257063076,0.169318830634141,0.738134646244093
MAP3K13,-0.16561037037036,1,1,0.470917180399617,1,1,0.583977350926259,1,1
TBCCD1,2.34753615041855,0.0566941175942597,0.376612584363344,2.21747954889294,0.079771017177915,0.702166938277084,-0.645483565822438,1,1
AK9,1.0205187311299,0.922447531134904,1,1.10226663399491,0.811037311745314,1,-0.111907207337124,1,1
RPL10,2.12621241196152,0.100456731262497,0.524274208792315,0.876912463690344,1,1,-1.64991582276861,0.296880462058217,1
ELFN1,-4.9773407128889,1.93391376863459e-06,0.00048451760131448,-2.68735254045612,0.021606268314506,0.371320199172711,2.92416466250487,0.0103614597438844,0.138639914699211
GPBP1,-0.507945898799371,1,1,-1.33165206490856,0.548923643125464,1,-0.534006852100504,1,1
PLPP5,-3.1329442249025,0.00519186974859999,0.0811956309525262,-2.17330694131386,0.0892716702432107,0.735109856338725,1.47643657231725,0.419480192491582,1
GREB1L,1.36577916270294,0.516024865607104,1,-0.823240006526088,1,1,-2.18372222638321,0.0869479965621319,0.512452324590637
SLC9A3R2,1.35273907252461,0.528417009797346,1,1.42098682434291,0.46596176952551,1,-0.231874096245826,1,1
FAM47E,1.15758323024155,0.741102468119097,1,2.9587445725065,0.0092668505642099,0.241818540085381,1.27589420889416,0.605978755477067,1
FKBP7,1.18021731946149,0.713741377021483,1,0.885296767370769,1,1,-0.488638008117852,1,1
SPATA13,-0.182923901520043,1,1,-1.45474406207101,0.437220388132733,1,-1.05439455303075,0.875106945108677,1
CDK6,1.53141472207899,0.377000783568101,1,1.12654291589433,0.779807357867796,1,-0.812063004272366,1,1
LHFPL3,0.362920688069822,1,1,-1.58116119841237,0.34152355424249,1,-1.92552976713825,0.162489346923789,0.72277698787997
PDZD9,-0.231832017532199,1,1,-0.687371937507324,1,1,-0.363465162753823,1,1
WDR20,-1.77358899860925,0.22839347624875,0.831797494408861,0.213083903218715,1,1,2.07710295636041,0.113376173368407,0.594280414401463
HID1,-2.90858413440965,0.0108920840480565,0.133489822803791,-1.53073453740568,0.377505042828171,1,1.78283536726344,0.223839320121656,0.860618097914352
ALG1L2,3.52054940448102,0.00129196127406134,0.0335992882220575,0.879506912773718,1,1,-3.0028853609781,0.00802299451319802,0.117636703260484
KIAA0232,-2.85268605938121,0.0130054277894133,0.150081154589797,-1.79178737194261,0.219501097234203,1,1.49014584364104,0.408557677292718,1
TRPV1,4.02527590935967,0.000170725653523942,0.00830659771289761,0.405617369452496,1,1,-3.95801419512693,0.000226726401979036,0.0111963671407712
SLC4A4,0.836641638637404,1,1,-0.673608179031133,1,1,-1.41410389077734,0.471994202813133,1
C19orf81,-0.0140846951030852,1,1,1.31678144919395,0.563735678264074,1,1.17211781692526,0.723449272819648,1
COPG2,-1.41686438866207,0.469567739825726,1,-1.58108733886159,0.341574207790981,1,0.254484015224658,1,1
FUT2,0.697024051932557,1,1,1.17346644182511,0.721826419747712,1,0.294338659470091,1,1
RARG,-1.21601833051622,0.671933817908493,1,-0.189741738279343,1,1,1.15594711128291,0.74310837264117,1
CFB,-0.917851514563443,1,1,0.0535333919999315,1,1,1.04145760358487,0.892989660090639,1
ELOVL7,0.348191454263735,1,1,-2.17964349286832,0.0878516946204874,0.731570766354059,-2.03561281174154,0.125367750825911,0.629246684907501
ZNF821,1.27828145605168,0.603450611809792,1,2.07774533140835,0.113198464298184,0.827918701696681,0.155878462180778,1,1
TNPO2,1.28886023846099,0.592340038213395,1,0.513664810565539,1,1,-0.97960264289372,0.981846899565447,1
EIF4E3,1.13237511357805,0.772430289022636,1,1.85223256195985,0.191977304582913,1,0.296249377400471,1,1
MYOCD,-1.35472306285411,0.526517421256314,1,0.671948211784603,1,1,2.0174986665465,0.130930500132494,0.641619492081241
NABP1,1.83535218858925,0.199360568982967,0.769101233126326,0.0425701307138705,1,1,-1.87702402206446,0.181544404610229,0.764854416007822
SKOR2,0.419234388427696,1,1,-1.06075876376601,0.866398640132099,1,-1.33784372395356,0.542842155844917,1
PLEKHG2,-0.308911458515012,1,1,2.63618619756161,0.0251531130099946,0.39496724450287,2.6881014400102,0.0215578688977926,0.222471714574545
PVR,0.57247727324816,1,1,-0.989724588077554,0.966926260219274,1,-1.65654815289662,0.29283258603652,0.996947585409477
NANOS1,1.44387295384118,0.446324147344587,1,-0.674870792145018,1,1,-2.07638552136773,0.113574927796147,0.594820636402497
NTM,-0.249591563011418,1,1,-0.380255119180081,1,1,-0.0276694005614097,1,1
TSTA3,0.400068338943989,1,1,0.299947105640197,1,1,-0.184471683975453,1,1
BRMS1,1.58525901253051,0.338722492439363,1,-0.112136572337584,1,1,-1.78878765114464,0.2209470613291,0.854975946418457
AC092835,1.77173927408378,0.229313541113875,0.833035424467939,0.630878940465448,1,1,-1.39318980863553,0.49068720234321,1
FGFR1,1.81747330144209,0.20743401829923,0.784877618982748,2.90981602837003,0.0108492468464941,0.258167467176853,0.413115076889079,1,1
TREML1,0.523072381596614,1,1,-1.50824282182672,0.394477173799645,1,-1.882806184405,0.179179915946958,0.75996408904271
TMEM185B,-1.22671766337618,0.659786179520789,1,-0.325543877443504,1,1,1.02764487630196,0.912350719362169,1
ZDHHC17,-0.736200091560928,1,1,0.236244667914526,1,1,0.978775698213658,0.983072459391523,1
C1orf226,-1.30013706724305,0.580661985946957,1,3.02901046898163,0.00736068541476274,0.216872558447691,4.16900972429826,9.17777814063776e-05,0.00617728529124864
ATP9B,-3.65509759738178,0.000771252475361233,0.0234443388476599,-1.00694578090659,0.941882490291911,1,3.10141297753836,0.00577798420500673,0.0962126414075222
SLC2A1,-1.63790429659569,0.304324978633448,0.968288158624223,-1.32212357490695,0.558381014040068,1,0.656712123587539,1,1
EFTUD2,-1.49548086118309,0.404366973400408,1,-1.52012741691891,0.385436865411459,1,0.547071321958714,1,1
TMEM233,-0.959194443864592,1,1,-1.30236150897255,0.578378502282019,1,-0.0116278917213772,1,1
STAG3,0.385365931932862,1,1,-0.61134387657819,1,1,-0.926981334594994,1,1
IFT140,-2.53745357083132,0.0334986535462502,0.274390892192288,-0.648761870250575,1,1,2.15535878883199,0.0934013059457792,0.532098438443571
TAPBP,1.10636932830352,0.805700086534071,1,0.985167345423806,0.973625632986905,1,-0.295792002763238,1,1
SELENBP1,1.11467920732533,0.794963742945866,1,-0.30651731029512,1,1,-1.47367436046443,0.421707868180817,1
RUNDC3A,0.487090582088701,1,1,-0.692453326809878,1,1,-1.00286728220411,0.947774701413594,1
HIPK1,-1.76875704908927,0.230803281868013,0.836197400005713,0.439229750487079,1,1,2.31159435645361,0.0624001438089879,0.4186338598268
TTLL3,0.339277064220251,1,1,-1.06988990747381,0.854006599392861,1,-1.33240113266516,0.54818523036346,1
LACTBL1,-0.334904622663213,1,1,0.720353189286003,1,1,0.947245998123202,1,1
VWA5B2,-1.49315522651766,0.406189677161951,1,-0.237224386370731,1,1,1.39412056461087,0.489843600432897,1
NHSL1,-2.4467473485675,0.0432455544002089,0.317905840468323,-0.878976839203544,1,1,1.86383119224488,0.187036241703378,0.777015689250804
CASP14,2.3217678308816,0.060736320902499,0.391202319608954,2.07573228613358,0.113756154364882,0.828130494826108,-0.942886223926248,1,1
SLA,1.57744107744108,0.344082209786518,1,-1.87421232984647,0.18270349611108,1,-3.28220703838749,0.00308993850828332,0.0643485651814992
FTSJ3,-2.72266760410101,0.0194271529087545,0.1974646997664,2.15676014845511,0.0930730731098743,0.74739799293633,4.85324405173025,3.64374203975035e-06,0.000656752161311934
SEPTIN9,1.28276673487191,0.598721434989453,1,1.910670855658,0.16814067720024,0.987575090260926,0.247357689799747,1,1
GK,0.0611883749638315,1,1,-1.63182051465511,0.308151907065137,1,-1.14369874987386,0.758245776066649,1
TICAM2,-1.5900440234726,0.335474646375407,1,0.495987045933341,1,1,2.19536874713674,0.0844114712747259,0.502622071882804
PPP1R14D,1.47028039748276,0.424457483598136,1,1.75588907276543,0.237322053435623,1,-0.0207235623187031,1,1
NPNT,0.313913697235774,1,1,-2.49341788196343,0.0379559538276663,0.481888423059257,-2.44315981463305,0.0436778652617903,0.337825367473537
NFATC1,-1.80339408079424,0.213979039707689,0.798270412466953,0.608112740344708,1,1,2.46649165769347,0.0409331720118274,0.326056663193524
CHEK1,-0.219231797564937,1,1,1.00799166865349,0.940375385635109,1,1.11957871406054,0.788679991535889,1
ACE2,-1.99616717699697,0.137747186661598,0.629024779676217,0.979890072177722,0.981421152113518,1,3.01186133114042,0.00778953538480814,0.11564152922656
CYTH2,0.195187657767694,1,1,-0.271409405753233,1,1,-0.431543906256061,1,1
SH3GL3,2.53679545395,0.0335616893693359,0.274629540990899,3.00002225931902,0.00809879630997717,0.22781491651073,-0.252377838061822,1,1
AARSD1,-0.720214131454209,1,1,-0.00583691359426518,1,1,0.752109660007949,1,1
DOHH,0.866196009679674,1,1,0.737328083385785,1,1,-0.296052416015014,1,1
EEF2KMT,1.35240111260687,0.528741101112898,1,0.0142239241999884,1,1,-1.46368056735234,0.429843742538717,1
EFNA4,0.0374808841976116,1,1,0.00936967114271762,1,1,-0.0319656818648136,1,1
P4HA3,3.00433819638243,0.00798477859405616,0.108635956081042,3.8575643328249,0.000343567626597122,0.0436265721077587,0.0182328388907155,1,1
CYLD,0.506147222248232,1,1,0.228983020108976,1,1,-0.350993059093128,1,1
RPL36A,-0.41581413493389,1,1,-0.66887787116441,1,1,-0.132950818287525,1,1
PLEKHM3,-1.16244720566443,0.735161573593424,1,-1.82877922574863,0.202298064919786,1,-0.353800677701083,1,1
CLTCL1,4.76133838497088,5.76939823246672e-06,0.000866395474432409,0.554131504044061,1,1,-4.57545414977535,1.42556409593734e-05,0.00176312896812037
FBXO24,-2.082116931277,0.111995371138136,0.557122813380435,-0.808101670049342,1,1,1.54247266292096,0.368876328012881,1
ACSF2,-1.53241048598861,0.376263514383337,1,0.977931899904235,0.98432401976781,1,2.49631889895365,0.0376469186030456,0.308891060748562
ATXN1L,1.83172590525957,0.200976801379441,0.77289962875616,0.185638894946316,1,1,-1.81259547480648,0.209682708816951,0.830989941353512
